time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Ended_episodes,unknown,unknown_percent,RC1_Adopted,RC1_Adopted_percent,RC2_Died,RC2_Died_percent,RC3_Residence_Order,RC3_Residence_Order_percent,RC4_Special_Guardianship_Order,RC4_Special_Guardianship_Order_percent,RC5_Transfer_to_another_LA,RC5_Transfer_to_another_LA_percent,RC6_Transfer_to_Adult_Social_Service,RC6_Transfer_to_Adult_Social_Service_percent,RC7_Other,RC7_Other_percent
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Reason for episode closure,1000,9,0.9,8,0.8,c,c,c,c,c,c,56,5.6,6,0.6,915,91.5
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Reason for episode closure,2425,48,2,42,1.7,8,0.3,16,0.7,29,1.2,103,4.2,11,0.5,2168,89.4
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Reason for episode closure,3462,0,0,27,0.8,c,c,c,c,18,0.5,134,3.9,75,2.2,3198,92.4
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Reason for episode closure,1719,9,0.5,15,0.9,c,c,c,c,11,0.6,80,4.7,14,0.8,1580,91.9
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Reason for episode closure,4587,0,0,32,0.7,c,c,c,c,34,0.7,126,2.7,31,0.7,4341,94.6
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Reason for episode closure,1274,0,0,14,1.1,c,c,c,c,18,1.4,67,5.3,8,0.6,1159,91
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Reason for episode closure,1378,0,0,13,0.9,c,c,0,0,c,c,94,6.8,11,0.8,1250,90.7
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Reason for episode closure,3260,0,0,46,1.4,c,c,c,c,24,0.7,60,1.8,26,0.8,3092,94.8
2023,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Reason for episode closure,1022,51,5,12,1.2,c,c,0,0,c,c,84,8.2,14,1.4,853,83.5
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Reason for episode closure,880,0,0,c,c,c,c,0,0,8,0.9,15,1.7,7,0.8,840,95.5
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Reason for episode closure,1839,0,0,c,c,c,c,0,0,c,c,30,1.6,c,c,1797,97.7
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Reason for episode closure,4054,259,6.4,21,0.5,12,0.3,0,0,12,0.3,170,4.2,35,0.9,3545,87.4
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Reason for episode closure,2610,41,1.6,15,0.6,c,c,c,c,16,0.6,137,5.2,28,1.1,2362,90.5
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Reason for episode closure,21201,130,0.6,0,0,23,0.1,0,0,c,c,32,0.2,c,c,21013,99.1
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Reason for episode closure,1959,38,1.9,c,c,c,c,c,c,0,0,7,0.4,0,0,1905,97.2
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Reason for episode closure,14355,198,1.4,c,c,47,0.3,c,c,48,0.3,1210,8.4,143,1,12663,88.2
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Reason for episode closure,1393,0,0,6,0.4,8,0.6,c,c,c,c,34,2.4,28,2,1315,94.4
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Reason for episode closure,2101,0,0,20,1,c,c,c,c,9,0.4,63,3,30,1.4,1970,93.8
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Reason for episode closure,3184,0,0,15,0.5,c,c,c,c,12,0.4,42,1.3,16,0.5,3090,97
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Reason for episode closure,2871,0,0,17,0.6,8,0.3,c,c,c,c,30,1,11,0.4,2800,97.5
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Reason for episode closure,1168,c,c,c,c,7,0.6,0,0,c,c,63,5.4,9,0.8,1081,92.6
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Reason for episode closure,1664,47,2.8,22,1.3,c,c,c,c,7,0.4,96,5.8,9,0.5,1475,88.6
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Reason for episode closure,2168,c,c,30,1.4,c,c,18,0.8,22,1,50,2.3,17,0.8,2021,93.2
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Reason for episode closure,4593,9,0.2,18,0.4,7,0.2,19,0.4,45,1,347,7.6,91,2,4057,88.3
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Reason for episode closure,1643,40,2.4,0,0,c,c,0,0,c,c,41,2.5,c,c,1555,94.6
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Reason for episode closure,3567,2941,82.5,24,0.7,c,c,c,c,42,1.2,106,3,59,1.7,384,10.8
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Reason for episode closure,1929,0,0,7,0.4,0,0,0,0,c,c,33,1.7,c,c,1884,97.7
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Reason for episode closure,592,0,0,c,c,0,0,0,0,7,1.2,9,1.5,c,c,570,96.3
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Reason for episode closure,624,12,1.9,c,c,c,c,0,0,8,1.3,15,2.4,15,2.4,567,90.9
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Reason for episode closure,3799,0,0,21,0.6,8,0.2,6,0.2,22,0.6,32,0.8,22,0.6,3688,97.1
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Reason for episode closure,2001,24,1.2,13,0.6,c,c,0,0,27,1.3,37,1.8,c,c,1884,94.2
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Reason for episode closure,4419,c,c,7,0.2,8,0.2,c,c,15,0.3,49,1.1,20,0.5,4309,97.5
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Reason for episode closure,3744,118,3.2,41,1.1,13,0.3,13,0.3,43,1.1,102,2.7,40,1.1,3374,90.1
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Reason for episode closure,1750,48,2.7,26,1.5,7,0.4,23,1.3,14,0.8,115,6.6,19,1.1,1498,85.6
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Reason for episode closure,4749,336,7.1,32,0.7,21,0.4,6,0.1,30,0.6,118,2.5,19,0.4,4187,88.2
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Reason for episode closure,22,c,c,0,0,0,0,0,0,0,0,0,0,c,c,19,86.4
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Reason for episode closure,641,c,c,c,c,c,c,c,c,6,0.9,17,2.7,11,1.7,595,92.8
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Reason for episode closure,1485,0,0,29,2,c,c,c,c,23,1.5,42,2.8,16,1.1,1358,91.4
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Reason for episode closure,3278,74,2.3,44,1.3,c,c,c,c,27,0.8,47,1.4,11,0.3,3062,93.4
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Reason for episode closure,974,0,0,9,0.9,c,c,c,c,13,1.3,30,3.1,17,1.7,898,92.2
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Reason for episode closure,1596,0,0,13,0.8,c,c,0,0,c,c,78,4.9,19,1.2,1473,92.3
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Reason for episode closure,1244,0,0,26,2.1,6,0.5,0,0,6,0.5,54,4.3,14,1.1,1138,91.5
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Reason for episode closure,1857,48,2.6,9,0.5,8,0.4,0,0,9,0.5,38,2,28,1.5,1717,92.5
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Reason for episode closure,1141,0,0,7,0.6,c,c,c,c,18,1.6,82,7.2,19,1.7,1012,88.7
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Reason for episode closure,26,c,c,0,0,0,0,0,0,0,0,16,61.5,0,0,c,c
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Reason for episode closure,1662,199,12,12,0.7,c,c,c,c,21,1.3,176,10.6,7,0.4,1242,74.7
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Reason for episode closure,957,0,0,c,c,c,c,c,c,6,0.6,65,6.8,6,0.6,869,90.8
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Reason for episode closure,1528,0,0,10,0.7,c,c,0,0,9,0.6,118,7.7,c,c,1382,90.4
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Reason for episode closure,1409,49,3.5,c,c,c,c,c,c,13,0.9,98,7,10,0.7,1231,87.4
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Reason for episode closure,1316,0,0,c,c,c,c,0,0,9,0.7,44,3.3,c,c,1257,95.5
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Reason for episode closure,1517,0,0,c,c,c,c,566,37.3,21,1.4,137,9,0,0,788,51.9
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Reason for episode closure,1762,0,0,21,1.2,8,0.5,0,0,17,1,224,12.7,14,0.8,1478,83.9
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Reason for episode closure,3505,74,2.1,c,c,10,0.3,c,c,16,0.5,179,5.1,10,0.3,3211,91.6
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Reason for episode closure,1604,0,0,6,0.4,6,0.4,8,0.5,13,0.8,169,10.5,12,0.7,1390,86.7
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Reason for episode closure,2824,0,0,c,c,6,0.2,0,0,c,c,120,4.2,13,0.5,2676,94.8
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Reason for episode closure,1692,0,0,0,0,c,c,0,0,0,0,c,c,0,0,1682,99.4
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Reason for episode closure,512,0,0,0,0,0,0,0,0,c,c,c,c,0,0,c,c
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Reason for episode closure,2824,0,0,c,c,c,c,0,0,23,0.8,108,3.8,14,0.5,2672,94.6
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Reason for episode closure,2204,0,0,c,c,c,c,11,0.5,9,0.4,117,5.3,15,0.7,2040,92.6
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Reason for episode closure,1725,19,1.1,c,c,9,0.5,c,c,8,0.5,119,6.9,16,0.9,1550,89.9
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Reason for episode closure,2748,0,0,0,0,c,c,0,0,6,0.2,95,3.5,c,c,2639,96
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Reason for episode closure,2476,0,0,18,0.7,c,c,c,c,c,c,131,5.3,23,0.9,2294,92.6
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Reason for episode closure,3108,66,2.1,19,0.6,9,0.3,0,0,13,0.4,238,7.7,38,1.2,2725,87.7
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Reason for episode closure,1406,0,0,6,0.4,c,c,c,c,c,c,98,7,9,0.6,1288,91.6
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Reason for episode closure,3364,16,0.5,c,c,7,0.2,c,c,22,0.7,171,5.1,36,1.1,3104,92.3
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Reason for episode closure,1408,85,6,10,0.7,13,0.9,7,0.5,22,1.6,70,5,10,0.7,1191,84.6
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Reason for episode closure,1710,26,1.5,c,c,c,c,0,0,11,0.6,129,7.5,8,0.5,1525,89.2
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Reason for episode closure,1784,0,0,c,c,c,c,6,0.3,c,c,65,3.6,30,1.7,1675,93.9
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Reason for episode closure,2251,0,0,c,c,c,c,c,c,c,c,272,12.1,29,1.3,1937,86.1
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Reason for episode closure,2676,0,0,c,c,6,0.2,c,c,c,c,35,1.3,c,c,2621,97.9
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Reason for episode closure,778,0,0,c,c,c,c,0,0,8,1,82,10.5,6,0.8,677,87
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Reason for episode closure,891,185,20.8,7,0.8,c,c,c,c,6,0.7,93,10.4,6,0.7,587,65.9
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Reason for episode closure,2606,100,3.8,c,c,c,c,0,0,6,0.2,137,5.3,24,0.9,2331,89.4
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Reason for episode closure,839,c,c,c,c,c,c,0,0,10,1.2,56,6.7,7,0.8,758,90.3
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Reason for episode closure,946,0,0,7,0.7,c,c,c,c,c,c,0,0,25,2.6,907,95.9
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Reason for episode closure,2982,0,0,c,c,8,0.3,c,c,14,0.5,113,3.8,12,0.4,2828,94.8
2022,Reporting year,National,E92000001,England,,,,,,Reason for episode closure,359830,3450,1,2800,0.8,880,0.2,800,0.2,2960,0.8,12590,3.5,2570,0.7,333790,92.8
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Reason for episode closure,21710,90,0.4,290,1.3,50,0.2,110,0.5,520,2.4,570,2.6,170,0.8,19900,91.7
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Reason for episode closure,51110,210,0.4,500,1,150,0.3,50,0.1,510,1,1430,2.8,390,0.8,47870,93.7
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Reason for episode closure,38580,320,0.8,340,0.9,90,0.2,90,0.2,380,1,930,2.4,220,0.6,36220,93.9
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Reason for episode closure,26060,350,1.3,140,0.5,70,0.3,30,0.1,150,0.6,410,1.6,100,0.4,24820,95.2
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Reason for episode closure,34670,900,2.6,380,1.1,60,0.2,110,0.3,270,0.8,1730,5,240,0.7,30980,89.4
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Reason for episode closure,23450,80,0.4,290,1.2,80,0.3,50,0.2,170,0.7,920,3.9,240,1,21610,92.2
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Reason for episode closure,60040,440,0.7,170,0.3,130,0.2,240,0.4,360,0.6,3700,6.2,520,0.9,54500,90.8
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Reason for episode closure,73420,310,0.4,360,0.5,170,0.2,60,0.1,290,0.4,2300,3.1,550,0.7,69370,94.5
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Reason for episode closure,30800,760,2.5,320,1,80,0.3,70,0.2,300,1,600,2,150,0.5,28510,92.6
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Reason for episode closure,23310,200,0.9,70,0.3,60,0.2,10,k,150,0.6,1630,7,200,0.9,20990,90.1
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Reason for episode closure,36740,230,0.6,100,0.3,80,0.2,230,0.6,210,0.6,2070,5.6,310,0.9,33510,91.2
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Reason for episode closure,3485,6,0.2,70,2,12,0.3,23,0.7,81,2.3,73,2.1,29,0.8,3191,91.6
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Reason for episode closure,571,0,0,18,3.2,c,c,15,2.6,24,4.2,c,c,10,1.8,493,86.3
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Reason for episode closure,1028,0,0,15,1.5,c,c,c,c,60,5.8,39,3.8,26,2.5,869,84.5
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Reason for episode closure,1699,0,0,14,0.8,c,c,c,c,21,1.2,44,2.6,6,0.4,1608,94.6
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Reason for episode closure,3201,0,0,24,0.7,c,c,0,0,65,2,110,3.4,c,c,2986,93.3
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Reason for episode closure,1515,59,3.9,35,2.3,c,c,0,0,52,3.4,c,c,0,0,1354,89.4
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Reason for episode closure,1074,0,0,14,1.3,7,0.7,c,c,c,c,48,4.5,24,2.2,976,90.9
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Reason for episode closure,1516,0,0,30,2,c,c,c,c,31,2,38,2.5,16,1.1,1396,92.1
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Reason for episode closure,1670,c,c,8,0.5,c,c,14,0.8,51,3.1,59,3.5,17,1,1509,90.4
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Reason for episode closure,1181,0,0,0,0,c,c,11,0.9,26,2.2,37,3.1,c,c,1102,93.3
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Reason for episode closure,2438,c,c,21,0.9,c,c,13,0.5,36,1.5,63,2.6,14,0.6,2287,93.8
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Reason for episode closure,2327,13,0.6,37,1.6,c,c,16,0.7,74,3.2,40,1.7,c,c,2131,91.6
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Reason for episode closure,957,0,0,27,2.8,c,c,c,c,9,0.9,51,5.3,15,1.6,844,88.2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Reason for episode closure,1697,9,0.5,20,1.2,c,c,0,0,42,2.5,65,3.8,c,c,1554,91.6
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Reason for episode closure,3798,32,0.8,56,1.5,c,c,c,c,42,1.1,30,0.8,13,0.3,3619,95.3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Reason for episode closure,1498,c,c,9,0.6,9,0.6,c,c,11,0.7,60,4,8,0.5,1398,93.3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Reason for episode closure,1442,c,c,20,1.4,7,0.5,c,c,9,0.6,59,4.1,14,1,1324,91.8
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Reason for episode closure,1575,0,0,37,2.3,c,c,c,c,10,0.6,21,1.3,12,0.8,1491,94.7
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Reason for episode closure,2119,0,0,24,1.1,c,c,c,c,10,0.5,34,1.6,31,1.5,2017,95.2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Reason for episode closure,859,0,0,c,c,c,c,7,0.8,28,3.3,16,1.9,c,c,799,93
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Reason for episode closure,1079,0,0,c,c,c,c,0,0,44,4.1,21,1.9,7,0.6,1002,92.9
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Reason for episode closure,4416,0,0,55,1.2,c,c,c,c,12,0.3,123,2.8,48,1.1,4161,94.2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Reason for episode closure,3202,0,0,25,0.8,9,0.3,9,0.3,26,0.8,66,2.1,24,0.7,3043,95
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Reason for episode closure,6189,c,c,51,0.8,13,0.2,c,c,62,1,113,1.8,30,0.5,5910,95.5
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Reason for episode closure,2830,0,0,37,1.3,8,0.3,0,0,23,0.8,108,3.8,17,0.6,2637,93.2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Reason for episode closure,2943,133,4.5,21,0.7,c,c,c,c,11,0.4,103,3.5,30,1,2633,89.5
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Reason for episode closure,2546,0,0,c,c,0,0,c,c,13,0.5,72,2.8,12,0.5,2440,95.8
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Reason for episode closure,1650,0,0,20,1.2,c,c,c,c,19,1.2,94,5.7,22,1.3,1485,90
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Reason for episode closure,985,c,c,10,1,7,0.7,c,c,26,2.6,43,4.4,c,c,891,90.5
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Reason for episode closure,2376,0,0,8,0.3,11,0.5,c,c,c,c,57,2.4,17,0.7,2276,95.8
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Reason for episode closure,1804,16,0.9,18,1,c,c,0,0,21,1.2,60,3.3,c,c,1675,92.8
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Reason for episode closure,1372,0,0,13,0.9,c,c,c,c,14,1,42,3.1,20,1.5,1280,93.3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Reason for episode closure,1157,0,0,13,1.1,c,c,c,c,44,3.8,43,3.7,12,1,1038,89.7
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Reason for episode closure,2607,0,0,9,0.3,13,0.5,0,0,14,0.5,84,3.2,20,0.8,2467,94.6
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Reason for episode closure,2013,c,c,15,0.7,7,0.3,c,c,17,0.8,67,3.3,15,0.7,1887,93.7
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Reason for episode closure,2407,c,c,37,1.5,8,0.3,c,c,33,1.4,69,2.9,19,0.8,2236,92.9
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Reason for episode closure,5782,0,0,32,0.6,9,0.2,10,0.2,19,0.3,140,2.4,49,0.8,5523,95.5
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Reason for episode closure,1901,42,2.2,14,0.7,0,0,c,c,14,0.7,63,3.3,c,c,1756,92.4
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Reason for episode closure,922,12,1.3,c,c,c,c,8,0.9,13,1.4,42,4.6,c,c,835,90.6
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Reason for episode closure,1921,0,0,6,0.3,c,c,6,0.3,0,0,33,1.7,c,c,1868,97.2
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Reason for episode closure,3017,0,0,27,0.9,11,0.4,13,0.4,63,2.1,62,2.1,8,0.3,2833,93.9
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Reason for episode closure,2405,20,0.8,24,1,c,c,c,c,18,0.7,47,2,20,0.8,2270,94.4
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Reason for episode closure,3742,153,4.1,39,1,c,c,c,c,50,1.3,91,2.4,c,c,3397,90.8
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Reason for episode closure,2351,23,1,7,0.3,c,c,c,c,28,1.2,69,2.9,10,0.4,2207,93.9
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Reason for episode closure,794,0,0,12,1.5,c,c,6,0.8,23,2.9,20,2.5,c,c,729,91.8
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Reason for episode closure,3305,51,1.5,28,0.8,6,0.2,8,0.2,20,0.6,67,2,29,0.9,3096,93.7
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Reason for episode closure,1869,0,0,27,1.4,9,0.5,c,c,29,1.6,63,3.4,c,c,1729,92.5
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Reason for episode closure,3755,10,0.3,37,1,15,0.4,13,0.3,43,1.1,76,2,29,0.8,3532,94.1
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Reason for episode closure,3079,6,0.2,35,1.1,c,c,c,c,23,0.7,36,1.2,16,0.5,2957,96
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Reason for episode closure,1332,0,0,12,0.9,c,c,c,c,c,c,48,3.6,9,0.7,1254,94.1
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Reason for episode closure,2869,0,0,29,1,7,0.2,0,0,25,0.9,69,2.4,21,0.7,2718,94.7
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Reason for episode closure,5374,0,0,0,0,26,0.5,0,0,0,0,0,0,0,0,5348,99.5
