time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,CPP_End_first_6months,3_months_or_less,3_months_or_less_percent,3_months_or_less_transfer,3_months_or_less_transfer_percent,more_than_3_months_6_months,more_than_3_months_6_months_percent,more_than_6_months,more_than_6_months_percent
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Child Protection Plans ending during the first six months of the year,423,119,28.1,23,19.3,109,25.8,195,46.1
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Child Protection Plans ending during the first six months of the year,251,116,46.2,18,15.5,29,11.6,106,42.2
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Child Protection Plans ending during the first six months of the year,184,56,30.4,6,10.7,29,15.8,99,53.8
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Child Protection Plans ending during the first six months of the year,274,101,36.9,17,16.8,48,17.5,125,45.6
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Child Protection Plans ending during the first six months of the year,159,40,25.2,c,c,41,25.8,78,49.1
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Child Protection Plans ending during the first six months of the year,146,51,34.9,c,c,45,30.8,50,34.2
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Child Protection Plans ending during the first six months of the year,138,36,26.1,c,c,24,17.4,78,56.5
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Child Protection Plans ending during the first six months of the year,203,57,28.1,7,12.3,31,15.3,115,56.7
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Child Protection Plans ending during the first six months of the year,112,37,33,c,c,34,30.4,41,36.6
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Child Protection Plans ending during the first six months of the year,81,25,30.9,6,24,10,12.3,46,56.8
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Child Protection Plans ending during the first six months of the year,212,87,41,10,11.5,31,14.6,94,44.3
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Child Protection Plans ending during the first six months of the year,176,76,43.2,c,c,42,23.9,58,33
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Child Protection Plans ending during the first six months of the year,144,55,38.2,11,20,29,20.1,60,41.7
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Child Protection Plans ending during the first six months of the year,528,189,35.8,11,5.8,107,20.3,232,43.9
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Child Protection Plans ending during the first six months of the year,149,55,36.9,11,20,38,25.5,56,37.6
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Child Protection Plans ending during the first six months of the year,158,55,34.8,c,c,43,27.2,60,38
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Child Protection Plans ending during the first six months of the year,122,40,32.8,0,0,43,35.2,39,32
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Child Protection Plans ending during the first six months of the year,306,66,21.6,11,16.7,86,28.1,154,50.3
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Child Protection Plans ending during the first six months of the year,279,143,51.3,19,13.3,45,16.1,91,32.6
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Child Protection Plans ending during the first six months of the year,315,136,43.2,16,11.8,63,20,116,36.8
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Child Protection Plans ending during the first six months of the year,238,80,33.6,17,21.3,59,24.8,99,41.6
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Child Protection Plans ending during the first six months of the year,56,25,44.6,6,24,12,21.4,19,33.9
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Child Protection Plans ending during the first six months of the year,167,50,29.9,c,c,36,21.6,81,48.5
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Child Protection Plans ending during the first six months of the year,308,150,48.7,27,18,62,20.1,96,31.2
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Child Protection Plans ending during the first six months of the year,352,143,40.6,14,9.8,63,17.9,146,41.5
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Child Protection Plans ending during the first six months of the year,333,165,49.5,18,10.9,57,17.1,111,33.3
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Child Protection Plans ending during the first six months of the year,184,90,48.9,c,c,30,16.3,64,34.8
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Child Protection Plans ending during the first six months of the year,235,73,31.1,13,17.8,44,18.7,118,50.2
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Child Protection Plans ending during the first six months of the year,492,131,26.6,0,0,132,26.8,229,46.5
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Child Protection Plans ending during the first six months of the year,203,124,61.1,12,9.7,24,11.8,55,27.1
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Child Protection Plans ending during the first six months of the year,309,125,40.5,10,8,85,27.5,99,32
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Child Protection Plans ending during the first six months of the year,247,92,37.2,13,14.1,52,21.1,103,41.7
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Child Protection Plans ending during the first six months of the year,473,244,51.6,0,0,26,5.5,203,42.9
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Child Protection Plans ending during the first six months of the year,315,122,38.7,16,13.1,65,20.6,128,40.6
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Child Protection Plans ending during the first six months of the year,537,331,61.6,34,10.3,51,9.5,155,28.9
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Child Protection Plans ending during the first six months of the year,14,c,c,c,c,c,c,10,71.4
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Child Protection Plans ending during the first six months of the year,668,264,39.5,37,14,152,22.8,252,37.7
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Child Protection Plans ending during the first six months of the year,225,57,25.3,16,28.1,60,26.7,108,48
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Child Protection Plans ending during the first six months of the year,194,59,30.4,6,10.2,45,23.2,90,46.4
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Child Protection Plans ending during the first six months of the year,85,11,12.9,0,0,25,29.4,49,57.6
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Child Protection Plans ending during the first six months of the year,414,182,44,7,3.8,86,20.8,146,35.3
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Child Protection Plans ending during the first six months of the year,164,37,22.6,c,c,30,18.3,97,59.1
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Child Protection Plans ending during the first six months of the year,100,46,46,0,0,6,6,48,48
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Child Protection Plans ending during the first six months of the year,363,97,26.7,16,16.5,85,23.4,181,49.9
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Child Protection Plans ending during the first six months of the year,318,136,42.8,c,c,65,20.4,117,36.8
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Child Protection Plans ending during the first six months of the year,147,58,39.5,c,c,24,16.3,65,44.2
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Child Protection Plans ending during the first six months of the year,229,80,34.9,9,11.3,41,17.9,108,47.2
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Child Protection Plans ending during the first six months of the year,213,51,23.9,6,11.8,32,15,130,61
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Child Protection Plans ending during the first six months of the year,114,44,38.6,8,18.2,31,27.2,39,34.2
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Child Protection Plans ending during the first six months of the year,267,93,34.8,8,8.6,76,28.5,98,36.7
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Child Protection Plans ending during the first six months of the year,82,6,7.3,0,0,13,15.9,63,76.8
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Child Protection Plans ending during the first six months of the year,231,76,32.9,c,c,92,39.8,63,27.3
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Child Protection Plans ending during the first six months of the year,73,16,21.9,c,c,20,27.4,37,50.7
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Child Protection Plans ending during the first six months of the year,315,101,32.1,24,23.8,87,27.6,127,40.3
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Child Protection Plans ending during the first six months of the year,284,58,20.4,20,34.5,62,21.8,164,57.7
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Child Protection Plans ending during the first six months of the year,108,37,34.3,c,c,22,20.4,49,45.4
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Child Protection Plans ending during the first six months of the year,421,156,37.1,22,14.1,108,25.7,157,37.3
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Child Protection Plans ending during the first six months of the year,131,13,9.9,c,c,40,30.5,78,59.5
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Child Protection Plans ending during the first six months of the year,99,20,20.2,c,c,29,29.3,50,50.5
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Child Protection Plans ending during the first six months of the year,277,69,24.9,9,13,85,30.7,123,44.4
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Child Protection Plans ending during the first six months of the year,99,17,17.2,c,c,29,29.3,53,53.5
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Child Protection Plans ending during the first six months of the year,63,14,22.2,c,c,12,19,37,58.7
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Child Protection Plans ending during the first six months of the year,148,35,23.6,0,0,29,19.6,84,56.8
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Child Protection Plans ending during the first six months of the year,354,108,30.5,22,20.4,124,35,122,34.5
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Child Protection Plans ending during the first six months of the year,285,72,25.3,19,26.4,83,29.1,130,45.6
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Child Protection Plans ending during the first six months of the year,639,282,44.1,c,c,148,23.2,209,32.7
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Child Protection Plans ending during the first six months of the year,58,16,27.6,0,0,10,17.2,32,55.2
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Child Protection Plans ending during the first six months of the year,739,144,19.5,32,22.2,330,44.7,265,35.9
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Child Protection Plans ending during the first six months of the year,308,106,34.4,10,9.4,91,29.5,111,36
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Child Protection Plans ending during the first six months of the year,85,10,11.8,c,c,17,20,58,68.2
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Child Protection Plans ending during the first six months of the year,384,108,28.1,10,9.3,78,20.3,198,51.6
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Child Protection Plans ending during the first six months of the year,109,47,43.1,c,c,18,16.5,44,40.4
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Child Protection Plans ending during the first six months of the year,144,25,17.4,13,52,44,30.6,75,52.1
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Child Protection Plans ending during the first six months of the year,129,48,37.2,9,18.8,35,27.1,46,35.7
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Child Protection Plans ending during the first six months of the year,212,59,27.8,c,c,50,23.6,103,48.6
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Child Protection Plans ending during the first six months of the year,385,98,25.5,11,11.2,98,25.5,189,49.1
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Child Protection Plans ending during the first six months of the year,95,24,25.3,c,c,31,32.6,40,42.1
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Child Protection Plans ending during the first six months of the year,507,137,27,15,10.9,90,17.8,280,55.2
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Child Protection Plans ending during the first six months of the year,83,30,36.1,c,c,18,21.7,35,42.2
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Child Protection Plans ending during the first six months of the year,73,34,46.6,10,29.4,17,23.3,22,30.1
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Child Protection Plans ending during the first six months of the year,61,11,18,c,c,12,19.7,38,62.3
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Child Protection Plans ending during the first six months of the year,145,44,30.3,c,c,29,20,72,49.7
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Child Protection Plans ending during the first six months of the year,181,66,36.5,c,c,35,19.3,80,44.2
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Child Protection Plans ending during the first six months of the year,223,88,39.5,6,6.8,31,13.9,104,46.6
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Child Protection Plans ending during the first six months of the year,342,120,35.1,16,13.3,67,19.6,155,45.3
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Child Protection Plans ending during the first six months of the year,218,53,24.3,9,17,47,21.6,118,54.1
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Child Protection Plans ending during the first six months of the year,386,111,28.8,8,7.2,116,30.1,159,41.2
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Child Protection Plans ending during the first six months of the year,0,0,z,0,z,0,z,0,z
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Child Protection Plans ending during the first six months of the year,52,17,32.7,c,c,12,23.1,23,44.2
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Child Protection Plans ending during the first six months of the year,155,51,32.9,c,c,42,27.1,62,40
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Child Protection Plans ending during the first six months of the year,151,31,20.5,c,c,37,24.5,83,55
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Child Protection Plans ending during the first six months of the year,115,27,23.5,c,c,28,24.3,60,52.2
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Child Protection Plans ending during the first six months of the year,115,27,23.5,8,29.6,33,28.7,55,47.8
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Child Protection Plans ending during the first six months of the year,126,39,31,0,0,26,20.6,61,48.4
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Child Protection Plans ending during the first six months of the year,220,62,28.2,11,17.7,61,27.7,97,44.1
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Child Protection Plans ending during the first six months of the year,115,39,33.9,10,25.6,23,20,53,46.1
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Child Protection Plans ending during the first six months of the year,0,0,z,0,z,0,z,0,z
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Child Protection Plans ending during the first six months of the year,x,x,x,x,x,x,x,x,x
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Child Protection Plans ending during the first six months of the year,60,c,c,c,c,c,c,49,81.7
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Child Protection Plans ending during the first six months of the year,57,36,63.2,29,80.6,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Child Protection Plans ending during the first six months of the year,115,31,27,c,c,24,20.9,60,52.2
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Child Protection Plans ending during the first six months of the year,21,c,c,c,c,c,c,11,52.4
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Child Protection Plans ending during the first six months of the year,122,29,23.8,10,34.5,13,10.7,80,65.6
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Child Protection Plans ending during the first six months of the year,145,31,21.4,11,35.5,19,13.1,95,65.5
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Child Protection Plans ending during the first six months of the year,221,71,32.1,29,40.8,65,29.4,85,38.5
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Child Protection Plans ending during the first six months of the year,142,41,28.9,26,63.4,23,16.2,78,54.9
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Child Protection Plans ending during the first six months of the year,159,77,48.4,10,13,40,25.2,42,26.4
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Child Protection Plans ending during the first six months of the year,104,28,26.9,c,c,31,29.8,45,43.3
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Child Protection Plans ending during the first six months of the year,47,c,c,7,41.2,c,c,26,55.3
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Child Protection Plans ending during the first six months of the year,188,50,26.6,33,66,54,28.7,84,44.7
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Child Protection Plans ending during the first six months of the year,99,20,20.2,c,c,22,22.2,57,57.6
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Child Protection Plans ending during the first six months of the year,108,40,37,19,47.5,23,21.3,45,41.7
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Child Protection Plans ending during the first six months of the year,149,70,47,20,28.6,29,19.5,50,33.6
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Child Protection Plans ending during the first six months of the year,160,43,26.9,23,53.5,38,23.8,79,49.4
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Child Protection Plans ending during the first six months of the year,357,112,31.4,25,22.3,118,33.1,127,35.6
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Child Protection Plans ending during the first six months of the year,119,31,26.1,8,25.8,25,21,63,52.9
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Child Protection Plans ending during the first six months of the year,95,34,35.8,8,23.5,21,22.1,40,42.1
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Child Protection Plans ending during the first six months of the year,124,37,29.8,10,27,33,26.6,54,43.5
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Child Protection Plans ending during the first six months of the year,160,69,43.1,14,20.3,44,27.5,47,29.4
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Child Protection Plans ending during the first six months of the year,71,17,23.9,6,35.3,28,39.4,26,36.6
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Child Protection Plans ending during the first six months of the year,114,60,52.6,11,18.3,21,18.4,33,28.9
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Child Protection Plans ending during the first six months of the year,110,37,33.6,6,16.2,37,33.6,36,32.7
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Child Protection Plans ending during the first six months of the year,108,36,33.3,11,30.6,42,38.9,30,27.8
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Child Protection Plans ending during the first six months of the year,35,10,28.6,8,80,8,22.9,17,48.6
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Child Protection Plans ending during the first six months of the year,172,86,50,27,31.4,29,16.9,57,33.1
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Child Protection Plans ending during the first six months of the year,67,25,37.3,13,52,19,28.4,23,34.3
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Child Protection Plans ending during the first six months of the year,127,36,28.3,12,33.3,41,32.3,50,39.4
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Child Protection Plans ending during the first six months of the year,94,32,34,10,31.3,13,13.8,49,52.1
2020,Reporting year,National,E92000001,England,,,,,,Child Protection Plans ending during the first six months of the year,33020,11530,34.9,1430,12.4,7200,21.8,14290,43.3
2020,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Child Protection Plans ending during the first six months of the year,2470,840,34,110,12.8,440,17.8,1190,48.2
2020,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Child Protection Plans ending during the first six months of the year,5320,2030,38.1,230,11.4,1080,20.4,2210,41.5
2020,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Child Protection Plans ending during the first six months of the year,3750,1510,40.1,140,9.3,730,19.4,1520,40.5
2020,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Child Protection Plans ending during the first six months of the year,2750,1050,38.3,60,6,500,18.1,1200,43.6
2020,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Child Protection Plans ending during the first six months of the year,3960,1360,34.4,130,9.4,830,20.9,1770,44.8
2020,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Child Protection Plans ending during the first six months of the year,2360,730,30.9,130,17.3,590,25.1,1040,44
2020,Reporting year,Regional,E92000001,England,E12000007,London,,,,Child Protection Plans ending during the first six months of the year,4510,1560,34.6,380,24.5,1070,23.8,1880,41.6
2020,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Child Protection Plans ending during the first six months of the year,4940,1600,32.4,170,10.4,1250,25.4,2090,42.2
2020,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Child Protection Plans ending during the first six months of the year,2970,860,29,80,9.6,710,23.9,1400,47.2
2020,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Child Protection Plans ending during the first six months of the year,1580,470,30,130,26.8,360,22.5,750,47.6
2020,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Child Protection Plans ending during the first six months of the year,2930,1090,37.1,260,23.4,720,24.5,1130,38.4
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Child Protection Plans ending during the first six months of the year,97,10,10.3,c,c,19,19.6,68,70.1
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Child Protection Plans ending during the first six months of the year,343,138,40.2,8,5.8,50,14.6,155,45.2
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Child Protection Plans ending during the first six months of the year,166,70,42.2,19,27.1,18,10.8,78,47
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Child Protection Plans ending during the first six months of the year,92,9,9.8,c,c,11,12,72,78.3
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Child Protection Plans ending during the first six months of the year,191,63,33,27,42.9,14,7.3,114,59.7
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Child Protection Plans ending during the first six months of the year,350,136,38.9,c,c,92,26.3,122,34.9
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Child Protection Plans ending during the first six months of the year,99,16,16.2,c,c,22,22.2,61,61.6
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Child Protection Plans ending during the first six months of the year,307,95,30.9,c,c,73,23.8,139,45.3
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Child Protection Plans ending during the first six months of the year,119,36,30.3,8,22.2,19,16,64,53.8
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Child Protection Plans ending during the first six months of the year,125,53,42.4,9,17,17,13.6,55,44
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Child Protection Plans ending during the first six months of the year,186,71,38.2,c,c,15,8.1,100,53.8
2020,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Child Protection Plans ending during the first six months of the year,390,141,36.2,16,11.3,89,22.8,160,41
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Child Protection Plans ending during the first six months of the year,196,89,45.4,13,14.6,43,21.9,64,32.7
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Child Protection Plans ending during the first six months of the year,211,67,31.8,9,13.4,43,20.4,101,47.9
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Child Protection Plans ending during the first six months of the year,157,30,19.1,6,20,59,37.6,68,43.3
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Child Protection Plans ending during the first six months of the year,153,67,43.8,8,11.9,18,11.8,68,44.4
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Child Protection Plans ending during the first six months of the year,181,61,33.7,11,18,38,21,82,45.3
2020,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Child Protection Plans ending during the first six months of the year,138,68,49.3,7,10.3,20,14.5,50,36.2
