time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,CPP_At31,3_months_or_less,3_months_or_less_percent,more_than_3_months_6_months,more_than_3_months_6_months_percent,more_than_6_months_less_than_1_year,more_than_6_months_less_than_1_year_percent,1_year_less_than_2_years,1_year_less_than_2_years_percent,2_years_or_more,2_years_or_more_percent
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Child Protection Plans by length of time,210,83,39.5,71,33.8,37,17.6,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Child Protection Plans by length of time,198,73,36.9,68,34.3,33,16.7,24,12.1,0,0
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Child Protection Plans by length of time,400,145,36.3,95,23.8,116,29,44,11,0,0
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Child Protection Plans by length of time,267,74,27.7,61,22.8,69,25.8,48,18,15,5.6
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Child Protection Plans by length of time,450,194,43.1,118,26.2,96,21.3,42,9.3,0,0
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Child Protection Plans by length of time,172,57,33.1,55,32,32,18.6,28,16.3,0,0
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Child Protection Plans by length of time,408,78,19.1,142,34.8,125,30.6,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Child Protection Plans by length of time,221,82,37.1,50,22.6,56,25.3,26,11.8,7,3.2
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Child Protection Plans by length of time,633,193,30.5,166,26.2,167,26.4,91,14.4,16,2.5
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Child Protection Plans by length of time,519,202,38.9,129,24.9,118,22.7,64,12.3,6,1.2
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Child Protection Plans by length of time,198,87,43.9,43,21.7,47,23.7,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Child Protection Plans by length of time,543,247,45.5,121,22.3,117,21.5,49,9,9,1.7
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Child Protection Plans by length of time,171,22,12.9,50,29.2,53,31,46,26.9,0,0
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Child Protection Plans by length of time,145,44,30.3,38,26.2,24,16.6,31,21.4,8,5.5
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Child Protection Plans by length of time,446,146,32.7,116,26,103,23.1,74,16.6,7,1.6
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Child Protection Plans by length of time,108,42,38.9,28,25.9,24,22.2,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Child Protection Plans by length of time,185,66,35.7,40,21.6,57,30.8,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Child Protection Plans by length of time,281,102,36.3,55,19.6,68,24.2,41,14.6,15,5.3
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Child Protection Plans by length of time,752,245,32.6,156,20.7,228,30.3,107,14.2,16,2.1
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Child Protection Plans by length of time,534,128,24,136,25.5,149,27.9,97,18.2,24,4.5
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Child Protection Plans by length of time,1024,338,33,273,26.7,241,23.5,156,15.2,16,1.6
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Child Protection Plans by length of time,161,70,43.5,39,24.2,27,16.8,25,15.5,0,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Child Protection Plans by length of time,1256,378,30.1,319,25.4,334,26.6,195,15.5,30,2.4
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Child Protection Plans by length of time,219,101,46.1,61,27.9,29,13.2,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Child Protection Plans by length of time,191,76,39.8,61,31.9,30,15.7,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Child Protection Plans by length of time,559,195,34.9,113,20.2,171,30.6,65,11.6,15,2.7
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Child Protection Plans by length of time,225,46,20.4,56,24.9,59,26.2,58,25.8,6,2.7
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Child Protection Plans by length of time,217,56,25.8,66,30.4,63,29,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Child Protection Plans by length of time,288,75,26,57,19.8,103,35.8,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Child Protection Plans by length of time,475,135,28.4,137,28.8,136,28.6,67,14.1,0,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Child Protection Plans by length of time,1002,228,22.8,233,23.3,306,30.5,198,19.8,37,3.7
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Child Protection Plans by length of time,184,73,39.7,42,22.8,40,21.7,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Child Protection Plans by length of time,693,233,33.6,183,26.4,177,25.5,89,12.8,11,1.6
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Child Protection Plans by length of time,141,55,39,c,c,37,26.2,24,17,c,c
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Child Protection Plans by length of time,161,65,40.4,34,21.1,35,21.7,21,13,6,3.7
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Child Protection Plans by length of time,107,25,23.4,c,c,46,43,19,17.8,c,c
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Child Protection Plans by length of time,388,155,39.9,113,29.1,96,24.7,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Child Protection Plans by length of time,258,95,36.8,85,32.9,52,20.2,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Child Protection Plans by length of time,402,114,28.4,116,28.9,102,25.4,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Child Protection Plans by length of time,640,175,27.3,165,25.8,198,30.9,88,13.8,14,2.2
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Child Protection Plans by length of time,323,138,42.7,78,24.1,64,19.8,43,13.3,0,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Child Protection Plans by length of time,859,252,29.3,269,31.3,217,25.3,92,10.7,29,3.4
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Child Protection Plans by length of time,c,0,0,c,c,0,0,0,0,0,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Child Protection Plans by length of time,95,36,37.9,38,40,12,12.6,9,9.5,0,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Child Protection Plans by length of time,326,93,28.5,102,31.3,70,21.5,47,14.4,14,4.3
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Child Protection Plans by length of time,215,73,34,55,25.6,46,21.4,29,13.5,12,5.6
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Child Protection Plans by length of time,211,84,39.8,47,22.3,40,19,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Child Protection Plans by length of time,212,93,43.9,32,15.1,60,28.3,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Child Protection Plans by length of time,152,72,47.4,35,23,13,8.6,25,16.4,7,4.6
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Child Protection Plans by length of time,322,72,22.4,77,23.9,95,29.5,71,22,7,2.2
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Child Protection Plans by length of time,145,32,22.1,42,29,29,20,31,21.4,11,7.6
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Child Protection Plans by length of time,c,0,0,c,c,0,0,c,c,0,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Child Protection Plans by length of time,x,x,x,x,x,x,x,x,x,x,x
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Child Protection Plans by length of time,135,42,31.1,30,22.2,43,31.9,13,9.6,7,5.2
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Child Protection Plans by length of time,178,74,41.6,52,29.2,36,20.2,16,9,0,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Child Protection Plans by length of time,160,46,28.8,43,26.9,34,21.3,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Child Protection Plans by length of time,60,18,30,14,23.3,20,33.3,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Child Protection Plans by length of time,327,104,31.8,85,26,72,22,57,17.4,9,2.8
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Child Protection Plans by length of time,399,124,31.1,79,19.8,136,34.1,53,13.3,7,1.8
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Child Protection Plans by length of time,243,62,25.5,75,30.9,69,28.4,26,10.7,11,4.5
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Child Protection Plans by length of time,329,122,37.1,76,23.1,69,21,53,16.1,9,2.7
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Child Protection Plans by length of time,328,95,29,86,26.2,108,32.9,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Child Protection Plans by length of time,161,58,36,50,31.1,24,14.9,22,13.7,7,4.3
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Child Protection Plans by length of time,97,35,36.1,23,23.7,24,24.7,15,15.5,0,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Child Protection Plans by length of time,415,128,30.8,96,23.1,114,27.5,62,14.9,15,3.6
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Child Protection Plans by length of time,226,49,21.7,74,32.7,69,30.5,25,11.1,9,4
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Child Protection Plans by length of time,215,80,37.2,59,27.4,51,23.7,17,7.9,8,3.7
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Child Protection Plans by length of time,374,110,29.4,95,25.4,87,23.3,70,18.7,12,3.2
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Child Protection Plans by length of time,345,100,29,76,22,112,32.5,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Child Protection Plans by length of time,430,148,34.4,107,24.9,120,27.9,49,11.4,6,1.4
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Child Protection Plans by length of time,240,82,34.2,51,21.3,52,21.7,49,20.4,6,2.5
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Child Protection Plans by length of time,312,91,29.2,74,23.7,94,30.1,37,11.9,16,5.1
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Child Protection Plans by length of time,164,65,39.6,47,28.7,27,16.5,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Child Protection Plans by length of time,320,126,39.4,67,20.9,77,24.1,41,12.8,9,2.8
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Child Protection Plans by length of time,237,68,28.7,50,21.1,90,38,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Child Protection Plans by length of time,277,74,26.7,68,24.5,72,26,53,19.1,10,3.6
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Child Protection Plans by length of time,191,54,28.3,54,28.3,51,26.7,c,c,c,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Child Protection Plans by length of time,128,48,37.5,19,14.8,31,24.2,22,17.2,8,6.3
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Child Protection Plans by length of time,94,c,c,34,36.2,19,20.2,29,30.9,c,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Child Protection Plans by length of time,257,85,33.1,78,30.4,47,18.3,40,15.6,7,2.7
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Child Protection Plans by length of time,132,36,27.3,28,21.2,42,31.8,14,10.6,12,9.1
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Child Protection Plans by length of time,196,63,32.1,30,15.3,62,31.6,34,17.3,7,3.6
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Child Protection Plans by length of time,307,76,24.8,62,20.2,69,22.5,73,23.8,27,8.8
2021,Reporting year,National,E92000001,England,,,,,,Child Protection Plans by length of time,50010,14630,29.3,12830,25.6,13500,27,8030,16.1,1020,2
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Child Protection Plans by length of time,3580,1080,30,950,26.4,930,26.1,590,16.5,40,1.1
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Child Protection Plans by length of time,7390,2010,27.2,1790,24.2,2100,28.4,1320,17.8,170,2.3
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Child Protection Plans by length of time,5750,1780,30.9,1290,22.5,1610,28,970,16.8,110,1.8
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Child Protection Plans by length of time,4640,1280,27.6,1160,24.9,1330,28.6,810,17.4,70,1.5
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Child Protection Plans by length of time,5570,1700,30.6,1510,27.1,1450,26.1,780,13.9,130,2.2
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Child Protection Plans by length of time,3560,1070,30,930,26.1,940,26.4,570,16.1,50,1.3
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Child Protection Plans by length of time,7440,2100,28.2,1970,26.5,1930,26,1200,16.1,230,3.1
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Child Protection Plans by length of time,7970,2370,29.7,2120,26.6,2150,26.9,1180,14.8,160,2
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Child Protection Plans by length of time,4110,1250,30.3,1110,26.9,1060,25.7,620,15.1,80,1.9
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Child Protection Plans by length of time,2910,790,27.1,780,26.7,740,25.3,520,17.8,90,3.1
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Child Protection Plans by length of time,4530,1310,29,1200,26.4,1200,26.4,680,15.1,140,3.1
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Child Protection Plans by length of time,444,150,33.8,142,32,99,22.3,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Child Protection Plans by length of time,87,32,36.8,16,18.4,28,32.2,11,12.6,0,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Child Protection Plans by length of time,210,76,36.2,45,21.4,51,24.3,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Child Protection Plans by length of time,245,56,22.9,78,31.8,60,24.5,51,20.8,0,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Child Protection Plans by length of time,567,135,23.8,178,31.4,174,30.7,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Child Protection Plans by length of time,339,65,19.2,54,15.9,84,24.8,113,33.3,23,6.8
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Child Protection Plans by length of time,174,64,36.8,37,21.3,53,30.5,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Child Protection Plans by length of time,359,115,32,80,22.3,96,26.7,68,18.9,0,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Child Protection Plans by length of time,255,79,31,105,41.2,49,19.2,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Child Protection Plans by length of time,172,62,36,45,26.2,39,22.7,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Child Protection Plans by length of time,321,90,28,c,c,89,27.7,84,26.2,c,c
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Child Protection Plans by length of time,411,151,36.7,108,26.3,112,27.3,40,9.7,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Child Protection Plans by length of time,192,70,36.5,41,21.4,58,30.2,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Child Protection Plans by length of time,357,75,21,68,19,103,28.9,88,24.6,23,6.4
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Child Protection Plans by length of time,412,100,24.3,122,29.6,134,32.5,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Child Protection Plans by length of time,201,50,24.9,53,26.4,60,29.9,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Child Protection Plans by length of time,236,61,25.8,c,c,56,23.7,65,27.5,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Child Protection Plans by length of time,212,65,30.7,58,27.4,52,24.5,31,14.6,6,2.8
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Child Protection Plans by length of time,429,122,28.4,96,22.4,114,26.6,84,19.6,13,3
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Child Protection Plans by length of time,137,27,19.7,c,c,40,29.2,39,28.5,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Child Protection Plans by length of time,186,68,36.6,38,20.4,47,25.3,20,10.8,13,7
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Child Protection Plans by length of time,569,117,20.6,151,26.5,218,38.3,68,12,15,2.6
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Child Protection Plans by length of time,622,197,31.7,165,26.5,129,20.7,115,18.5,16,2.6
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Child Protection Plans by length of time,564,142,25.2,126,22.3,166,29.4,117,20.7,13,2.3
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Child Protection Plans by length of time,439,99,22.6,107,24.4,156,35.5,69,15.7,8,1.8
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Child Protection Plans by length of time,304,128,42.1,73,24,c,c,61,20.1,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Child Protection Plans by length of time,405,80,19.8,58,14.3,126,31.1,125,30.9,16,4
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Child Protection Plans by length of time,252,58,23,c,c,91,36.1,53,21,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Child Protection Plans by length of time,200,55,27.5,67,33.5,65,32.5,13,6.5,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Child Protection Plans by length of time,156,63,40.4,34,21.8,35,22.4,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Child Protection Plans by length of time,385,112,29.1,103,26.8,97,25.2,64,16.6,9,2.3
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Child Protection Plans by length of time,184,50,27.2,51,27.7,54,29.3,29,15.8,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Child Protection Plans by length of time,167,31,18.6,34,20.4,69,41.3,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Child Protection Plans by length of time,463,164,35.4,117,25.3,113,24.4,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Child Protection Plans by length of time,317,78,24.6,102,32.2,79,24.9,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Child Protection Plans by length of time,250,78,31.2,46,18.4,77,30.8,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Child Protection Plans by length of time,876,242,27.6,175,20,256,29.2,187,21.3,16,1.8
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Child Protection Plans by length of time,183,c,c,58,31.7,47,25.7,38,20.8,c,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Child Protection Plans by length of time,433,151,34.9,107,24.7,101,23.3,62,14.3,12,2.8
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Child Protection Plans by length of time,193,59,30.6,45,23.3,62,32.1,27,14,0,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Child Protection Plans by length of time,618,235,38,173,28,130,21,70,11.3,10,1.6
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Child Protection Plans by length of time,246,71,28.9,59,24,77,31.3,39,15.9,0,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Child Protection Plans by length of time,546,178,32.6,116,21.2,138,25.3,100,18.3,14,2.6
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Child Protection Plans by length of time,267,96,36,44,16.5,53,19.9,67,25.1,7,2.6
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Child Protection Plans by length of time,89,15,16.9,25,28.1,34,38.2,15,16.9,0,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Child Protection Plans by length of time,339,112,33,70,20.6,110,32.4,41,12.1,6,1.8
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Child Protection Plans by length of time,431,118,27.4,108,25.1,147,34.1,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Child Protection Plans by length of time,775,240,31,172,22.2,205,26.5,142,18.3,16,2.1
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Child Protection Plans by length of time,378,108,28.6,65,17.2,144,38.1,48,12.7,13,3.4
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Child Protection Plans by length of time,129,37,28.7,31,24,31,24,30,23.3,0,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Child Protection Plans by length of time,460,122,26.5,124,27,125,27.2,78,17,11,2.4
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Child Protection Plans by length of time,896,244,27.2,225,25.1,250,27.9,162,18.1,15,1.7
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Child Protection Plans by length of time,392,116,29.6,102,26,129,32.9,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Child Protection Plans by length of time,499,106,21.2,129,25.9,199,39.9,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Child Protection Plans by length of time,369,107,29,93,25.2,115,31.2,54,14.6,0,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Child Protection Plans by length of time,724,234,32.3,c,c,180,24.9,158,21.8,c,c
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Child Protection Plans by length of time,598,123,20.6,158,26.4,139,23.2,153,25.6,25,4.2
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Child Protection Plans by length of time,698,223,31.9,176,25.2,192,27.5,98,14,9,1.3
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Child Protection Plans by length of time,8,c,c,0,0,0,0,c,c,0,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Child Protection Plans by length of time,1246,367,29.5,312,25,316,25.4,212,17,39,3.1
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Child Protection Plans by length of time,461,150,32.5,149,32.3,106,23,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Child Protection Plans by length of time,292,65,22.3,70,24,95,32.5,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Child Protection Plans by length of time,107,28,26.2,32,29.9,40,37.4,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Child Protection Plans by length of time,478,146,30.5,104,21.8,158,33.1,62,13,8,1.7
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Child Protection Plans by length of time,279,88,31.5,97,34.8,51,18.3,33,11.8,10,3.6
