time_period,time_identifier,geographic_level,country_code,country_name,category,characteristic,characteristic_type,number,percent
2016,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,Any other ethnic group,9160,2.4
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Total,Total,390130,100
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Gender,Female,177360,45.5
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Gender,Male,204810,52.5
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Gender,Unknown or Indeterminate gender,1050,0.3
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Unborn,Unborn,6910,1.8
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Age,Under 1 year,20660,5.3
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Age,1 to 4 years,76590,19.6
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Age,5 to 9 years,97430,25
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Age,10 to 15 years,117300,30.1
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Age,16 years and over,71140,18.2
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,Known ethnicity,372140,100
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,Total White,279500,75.1
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,White British,260520,70
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,White Irish,1290,0.3
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,Gypsy or Irish Traveller,1870,0.5
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,Any other White background,15820,4.3
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,Total mixed,28970,7.8
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,White and Black Caribbean,9690,2.6
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,White and Black African,3470,0.9
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,White and Asian,5060,1.4
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,Any other mixed background,10740,2.9
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,Total Asian or Asian British,25200,6.8
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,Indian,3330,0.9
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,Pakistani,9500,2.6
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,Bangladeshi,4140,1.1
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,Chinese,640,0.2
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,Any other Asian background,7600,2
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,Total Black or Black British,30510,8.2
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,Black African,16190,4.3
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,Black Caribbean,8130,2.2
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,Any other Black background,6190,1.7
2015,Reporting year,National,E92000001,England,Children in Need at 31 March,Ethnicity,Any other ethnic group,7970,2.1
