time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,At31_episodes,At31_episodes_disability_recorded,At31_episodes_disability_recorded_percent,Autism_percent,Behaviour_percent,Communication_percent,Consciousness_percent,Hand_Function_percent,Hearing_percent,Incontinence_percent,Learning_Difficulties_percent,Mobility_percent,Personal_care_percent,Vision_percent,Other_percent
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Recorded disability,2180,270,12.4,39.3,39.6,31.9,0,3.7,3.7,10.7,42.6,9.6,9.3,6.3,21.1
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Recorded disability,3846,645,16.8,44.3,27.6,6.4,5.9,c,3.7,1.4,25.4,12.4,1.7,4.7,11.9
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Recorded disability,3580,394,11,37.3,16.5,17.8,3.3,0,2.3,1.5,34.3,13.2,1.5,4.8,6.9
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Recorded disability,9368,1775,18.9,14.6,23.7,9.9,1.1,0,1.5,0,39.7,9.9,c,6.5,14.9
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Recorded disability,1364,153,11.2,33.3,17,11.8,4.6,c,c,c,25.5,9.8,c,3.9,32.7
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Recorded disability,11784,2195,18.6,47,12.2,16.7,4.4,0.4,3.3,2.1,21.8,13.8,1.1,4.3,2.4
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Recorded disability,2732,300,11,46.7,23,19.3,3,2,3,3.7,40,13.7,2,4,22.3
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Recorded disability,2624,474,18.1,56.8,39.2,47.5,9.5,7.6,8.9,17.3,71.3,19.6,29.5,10.8,5.9
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Recorded disability,4287,464,10.8,43.1,19.2,19.4,6.5,4.7,5,8.6,47,21.6,9.5,10.1,15.5
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Recorded disability,1641,244,14.9,28.3,14.3,12.7,0,c,c,c,33.6,9,c,2.5,22.1
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Recorded disability,1601,110,6.9,49.1,18.2,5.5,6.4,0,5.5,c,49.1,30.9,0,6.4,34.5
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Recorded disability,1656,184,11.1,45.7,10.9,6.5,3.8,c,c,c,29.9,27.7,c,3.3,6
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Recorded disability,2588,569,22,47.1,15.3,8.4,1.1,0,3.3,2.3,37.6,4.7,1.9,4.6,20
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Recorded disability,5855,1098,18.8,52,41.8,50,3.8,2.7,6.2,4.6,50.1,26.9,7.7,10,21
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Recorded disability,1494,92,6.2,39.1,12,25,c,c,c,c,44.6,39.1,c,17.4,9.8
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Recorded disability,5555,767,13.8,61.1,2.2,14.9,2.2,13.8,3.7,6.3,45.1,3.5,2.1,6.3,c
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Recorded disability,766,40,5.2,67.5,40,c,c,0,c,c,15,c,c,0,c
2023,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Recorded disability,977,140,14.3,37.1,37.1,7.1,c,c,c,c,43.6,12.1,c,5,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Recorded disability,1063,319,30,57.1,19.4,18.5,4.4,3.8,4.7,9.1,28.8,14.4,9.4,7.8,16.9
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Recorded disability,2715,239,8.8,54.4,10,4.6,0,0,c,0,42.7,17.6,0,c,23.4
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Recorded disability,2643,278,10.5,24.1,35.6,34.9,2.9,c,5,c,42.8,14.4,2.5,5,21.9
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Recorded disability,3128,240,7.7,39.6,11.3,10.8,13.3,0,3.8,3.3,39.2,17.1,4.2,10,38.3
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Recorded disability,4366,1104,25.3,60.1,30.2,23.2,1.2,2.7,5,7.8,29.9,8.6,8.6,6.8,24.7
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Recorded disability,2371,221,9.3,58.8,23.5,22.6,4.1,c,3.2,12.7,39.8,14.5,14.5,9,15.4
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Recorded disability,4223,329,7.8,42.9,12.5,11.9,2.1,0,c,2.1,52,22.5,2.4,1.8,10.3
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Recorded disability,c,c,c,0,0,0,0,0,0,0,0,0,0,0,c
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Recorded disability,1034,172,16.6,27.3,19.8,22.7,6.4,5.8,5.8,9.3,46.5,19.8,12.2,6.4,15.1
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Recorded disability,1930,321,16.6,36.4,54.8,28.3,6.9,7.8,9.7,22.7,40.2,19,27.7,7.8,21.2
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Recorded disability,2761,327,11.8,19.6,26,28.1,5.2,2.1,2.8,5.8,58.1,12.5,6.7,4.9,0
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Recorded disability,1853,185,10,36.8,20,38.4,10.8,5.4,3.2,13,43.2,25.4,14.6,9.2,42.7
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Recorded disability,1712,151,8.8,53.6,5.3,c,0,0,4,0,11.9,8.6,0,c,13.2
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Recorded disability,1630,304,18.7,29.6,25.3,25.7,7.2,3.6,6.3,9.2,47.7,15.5,15.5,8.2,13.5
2023,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Recorded disability,2470,311,12.6,42.8,11.6,27,9,10.9,4.5,14.5,38.6,28,21.2,8,25.4
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Recorded disability,1856,469,25.3,38.2,13.4,21.7,2.6,c,2.8,0,46.3,6.2,c,1.9,23
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Recorded disability,108,10,9.3,60,c,c,c,c,c,c,c,c,c,c,0
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Recorded disability,2550,207,8.1,45.4,3.4,4.3,0,0,c,c,30.4,11.6,0,c,28
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Recorded disability,1350,43,3.2,44.2,14,44.2,c,0,0,0,c,c,0,0,32.6
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Recorded disability,2225,150,6.7,40.7,14.7,13.3,c,0,c,0,18,8.7,0,6,32
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Recorded disability,1914,220,11.5,56.8,14.5,4.1,0,c,c,c,33.6,6.4,c,3.2,16.4
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Recorded disability,726,49,6.7,18.4,26.5,22.4,12.2,c,0,12.2,65.3,18.4,20.4,c,0
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Recorded disability,2658,297,11.2,34,40.4,35.4,4.7,8.1,4.4,10.1,44.4,9.8,21.5,3.4,2
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Recorded disability,2900,521,18,57.6,13.4,12.3,1.3,c,1.5,c,21.1,9.2,c,5,15
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Recorded disability,3371,382,11.3,53.4,19.9,23.3,1.8,2.1,6.3,5.2,26.4,9.7,8.6,5.5,11.8
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Recorded disability,2741,512,18.7,54.5,14.3,19.1,6.4,5.1,3.7,c,30.9,10.7,c,5.7,32.2
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Recorded disability,2648,272,10.3,39.3,7,c,6.6,0,2.9,c,33.1,7.4,0,2.6,48.9
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Recorded disability,1997,295,14.8,25.8,14.2,16.6,c,c,2.7,2.4,21.7,11.2,5.4,4.7,39
2023,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Recorded disability,1309,155,11.8,20,c,c,c,c,0,0,43.2,23.9,c,0,11
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Recorded disability,2386,174,7.3,47.1,14.9,10.3,c,c,4,c,21.8,8.6,c,c,9.8
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Recorded disability,1907,167,8.8,46.7,15,13.8,0,c,3.6,c,43.1,11.4,c,c,15.6
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Recorded disability,2087,311,14.9,50.5,39.2,79.4,23.2,37.9,26.4,19.9,84.2,45,73.6,29.3,15.4
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Recorded disability,3001,571,19,60.1,13.5,35.4,10.5,12.1,4.9,0,26.4,1.1,0,5.1,18.6
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Recorded disability,2695,635,23.6,48.5,14.6,15.3,1.7,c,2.5,4.6,18.4,9.9,3.3,6.9,54.8
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Recorded disability,3664,411,11.2,48.4,12.9,12.9,3.2,2.9,3.9,2.4,27.7,13.9,4.4,6.6,7.8
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Recorded disability,2400,403,16.8,52.9,4.7,14.6,0,c,4,c,31,10.4,0,4.7,30.5
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Recorded disability,2804,652,23.3,52.5,10.1,9.5,0,c,2.3,c,22.4,18.9,0,4.9,8.1
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Recorded disability,2430,514,21.2,55.1,17.5,11.5,c,c,2.9,c,36.4,16.1,1.8,6.2,16
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Recorded disability,1812,304,16.8,50,16.8,19.7,10.5,c,5.3,4.6,53.3,13.2,3.3,7.2,41.4
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Recorded disability,2354,331,14.1,55.3,13.3,15.7,2.1,c,3.3,c,23.3,10.6,3,8.5,6.6
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Recorded disability,2479,266,10.7,15,8.6,12,12.8,0,6,c,76.7,19.2,c,4.5,7.9
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Recorded disability,1811,176,9.7,42.6,16.5,14.8,c,c,8,3.4,35.8,9.1,c,9.1,11.9
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Recorded disability,1085,124,11.4,64.5,17.7,9.7,c,0,0,c,23.4,11.3,c,c,7.3
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Recorded disability,1229,169,13.8,41.4,17.2,20.7,7.7,c,c,4.7,28.4,8.9,7.7,5.9,21.3
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Recorded disability,2271,630,27.7,57.1,8.3,8.4,3.2,c,2.2,1.4,24.9,8.6,2.4,3,22.4
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Recorded disability,1011,122,12.1,53.3,21.3,12.3,c,0,c,c,23.8,c,0,c,11.5
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Recorded disability,1799,492,27.3,46.7,16.3,21.3,6.3,3.3,2.8,3.3,18.7,11.6,0,2.6,11.2
2023,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Recorded disability,2406,160,6.7,40.6,21.9,c,0,0,c,0,47.5,15,c,c,11.3
2022,Reporting year,National,E92000001,England,,,,,,Recorded disability,404310,49680,12.3,39,20,18,3.9,2.2,4.5,4.9,39.1,14.8,6.6,6.7,19.7
2022,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Recorded disability,25120,2960,11.8,36.1,11.8,14.1,3.8,1.4,4.2,5.6,46.2,15,6.4,7.8,20.3
2022,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Recorded disability,60390,6560,10.9,34.4,23.4,15.4,2.3,0.8,3.8,4.6,37.3,14.5,5.1,7.1,13.1
2022,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Recorded disability,41600,3990,9.6,34.3,22.2,19.9,3.6,3.2,6.1,8.4,46.3,19.8,9.8,7.8,14.5
2022,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Recorded disability,28820,2820,9.8,38.1,21.5,8.1,5.9,1.1,4.4,2.3,26.7,14.8,2.7,6,30.1
2022,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Recorded disability,47170,5260,11.2,36.7,21,19.4,3.2,1.8,5.5,6.7,45.8,14.1,8.8,7.8,26.5
2022,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Recorded disability,31650,4960,15.7,39.2,17.7,16.7,3.3,1.8,4.3,4.7,36,13.7,6.7,5.9,25
2022,Reporting year,Regional,E92000001,England,E12000007,London,,,,Recorded disability,70960,9790,13.8,45.8,15.4,18.7,4.4,3,4.1,3,34.6,12.8,5.2,5.7,21.5
2022,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Recorded disability,65250,9290,14.2,39.4,22.4,19.9,4,2.2,4,3.4,39.2,15,4.8,6.5,14.7
2022,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Recorded disability,33360,4050,12.1,39.2,25,23.5,5.5,4.2,5,9.5,43.8,16.8,12.5,7.1,20
2022,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Recorded disability,29150,3610,12.4,42.7,17.2,17.5,4,2.1,3.5,2.9,36,10.4,4.6,4.4,22.6
2022,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Recorded disability,41810,6170,14.8,47.6,14.4,19.5,4.6,3.5,4.4,3.1,33.8,14.2,5.6,6.5,20.8
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Recorded disability,3794,403,10.6,38.5,28.5,30,6.9,4.7,6,16.1,53.6,25.1,19.9,10.9,4.2
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Recorded disability,1086,126,11.6,40.5,11.9,8.7,c,c,c,4.8,24.6,13.5,c,c,22.2
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Recorded disability,1839,338,18.4,31.4,9.8,30.8,5.6,c,5,4.4,43.2,11.2,7.4,11.8,68.3
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Recorded disability,1387,94,6.8,43.6,13.8,6.4,c,0,c,c,41.5,12.8,0,c,c
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Recorded disability,2461,176,7.2,32.4,9.1,13.1,3.4,c,7.4,6.8,54.5,25.6,10.8,9.1,6.3
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Recorded disability,2783,226,8.1,14.2,22.1,19.5,4.9,c,4,14.2,33.2,16.4,12.4,8,25.7
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Recorded disability,1668,228,13.7,27.6,13.6,4.4,c,0,3.1,c,62.3,8.8,c,7.9,c
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Recorded disability,2340,468,20,47.2,5.1,4.1,c,0,1.9,1.5,50.2,11.5,c,6,17.5
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Recorded disability,1626,208,12.8,43.8,c,9.6,9.1,0,3.8,c,43.3,18.3,0,7.2,29.8
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Recorded disability,1645,209,12.7,28.2,12,12.9,3.3,3.3,6.2,6.2,50.2,15.3,7.2,12,5.7
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Recorded disability,2373,219,9.2,32.9,8.7,11,5,c,6.4,4.1,44.3,14.6,4.1,8.2,21
2022,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Recorded disability,2114,264,12.5,45.5,c,3.4,c,0,c,c,35.6,6.8,c,c,16.3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Recorded disability,1384,157,11.3,35.7,16.6,13.4,c,c,3.8,c,43.3,22.9,12.1,14,7.6
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Recorded disability,2040,114,5.6,29.8,7,c,11.4,0,c,5.3,51.8,17.5,c,7,7.9
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Recorded disability,2065,90,4.4,23.3,20,30,c,c,c,12.2,52.2,17.8,11.1,c,6.7
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Recorded disability,1628,258,15.8,27.9,18.6,20.5,0,0,7,c,43.4,2.3,0,10.1,14
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Recorded disability,2122,199,9.4,39.2,13.6,10.6,c,0,3,5.5,26.6,16.6,4.5,10.1,15.6
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Recorded disability,2198,325,14.8,25.2,41.2,6.8,c,c,2.2,3.1,23.7,7.4,c,4,8.6
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Recorded disability,2944,320,10.9,39.1,19.1,14.1,5.9,c,5.6,4.7,50.9,18.1,4.7,4.4,10.9
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Recorded disability,1164,144,12.4,36.1,36.8,22.2,0,c,c,9,21.5,10.4,c,c,22.2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Recorded disability,1167,177,15.2,48,11.3,8.5,c,0,c,3.4,25.4,13.6,c,13,11.3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Recorded disability,7649,1231,16.1,29.7,21.8,17.5,1.5,1.2,4.4,3.9,55.3,18.3,5.3,9.3,5.6
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Recorded disability,4579,306,6.7,32.4,17.6,11.1,2,c,3.9,2.9,41.5,13.7,3.3,4.6,9.2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Recorded disability,5167,629,12.2,34.5,14,4,c,c,3.3,c,30.2,1.9,c,7,21.8
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Recorded disability,2871,132,4.6,39.4,12.1,17.4,13.6,0,4.5,c,37.1,22,0,9.1,13.6
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Recorded disability,2694,305,11.3,36.1,6.9,7.2,2.3,c,3,2.3,20,19.7,3.9,7.5,28.5
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Recorded disability,2404,353,14.7,27.8,50.4,57.5,c,2.8,3.4,20.4,25.8,24.6,20.4,3.1,12.7
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Recorded disability,2676,281,10.5,40.6,26.7,32.7,2.8,c,6,7.8,51.6,19.9,7.1,9.6,21.7
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Recorded disability,1765,160,9.1,47.5,24.4,16.3,c,0,c,c,21.9,11.3,c,5.6,17.5
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Recorded disability,2396,278,11.6,48.9,25.2,14.7,5,c,5,9,29.1,15.1,8.6,9.4,14.4
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Recorded disability,2717,123,4.5,26.8,26,0,c,c,c,c,37.4,19.5,c,c,7.3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Recorded disability,1573,93,5.9,39.8,21.5,c,0,0,c,0,34.4,9.7,0,8.6,18.3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Recorded disability,1490,150,10.1,33.3,27.3,15.3,6.7,0,4.7,8.7,28,18.7,7.3,9.3,25.3
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Recorded disability,3131,458,14.6,39.7,30.1,8.7,2.4,0,2,3.5,24,12.4,3.3,2.4,7
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Recorded disability,2568,281,10.9,29.5,34.9,8.2,0,c,3.9,c,36.3,10.3,11,5.3,15.3
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Recorded disability,1652,246,14.9,44.7,17.9,6.1,c,c,4.9,c,42.7,12.6,c,4.9,11.4
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Recorded disability,5979,519,8.7,37.8,16.4,12.3,5.2,2.5,6,5,41.2,22.4,9.1,10,10.2
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Recorded disability,1392,113,8.1,27.4,36.3,39.8,c,8.8,5.3,15,61.9,24.8,21.2,14.2,11.5
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Recorded disability,2270,113,5,38.1,21.2,10.6,0,0,c,c,25.7,8.8,c,c,10.6
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Recorded disability,1812,148,8.2,34.5,6.8,14.2,c,c,5.4,c,24.3,18.9,c,5.4,12.8
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Recorded disability,3791,403,10.6,35.7,18.6,13.4,c,c,5,2,31.5,10.9,10.2,7.4,10.2
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Recorded disability,2237,173,7.7,25.4,26.6,33.5,0,3.5,5.8,17.9,58.4,28.9,15,12.1,16.2
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Recorded disability,5881,272,4.6,38.2,14.3,33.1,11.4,3.7,5.1,12.5,52.6,25,19.9,7.4,2.2
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Recorded disability,2369,235,9.9,26,9.4,6.4,c,c,4.3,c,37.9,9.4,c,c,28.5
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Recorded disability,1045,132,12.6,24.2,47.7,50,6.8,13.6,12.1,25,56.8,28,28,10.6,15.9
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Recorded disability,3003,519,17.3,38.3,19.7,27,7.9,5.6,5,14.8,47,26.2,10.6,8.5,14.6
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Recorded disability,2186,127,5.8,38.6,8.7,4.7,c,0,7.9,c,40.2,14.2,c,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Recorded disability,4292,554,12.9,41.5,33.8,30.1,2.9,5.1,8.3,15,45.1,20.6,17,11.2,10.6
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Recorded disability,2548,329,12.9,4.3,36.2,4.6,0,0,6.7,c,81.5,18.8,0,5.2,46.2
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Recorded disability,1140,110,9.6,54.5,18.2,23.6,c,c,10,12.7,40.9,23.6,0,c,0
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Recorded disability,2532,310,12.2,38.7,26.5,21.9,c,4.2,7.4,10,49.4,23.5,12.9,8.4,33.2
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Recorded disability,5303,674,12.7,45.3,30.3,0,13.5,0,2.8,0,34.1,23.4,0,9.9,17.4
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Recorded disability,1829,152,8.3,27,34.2,9.2,c,c,c,c,37.5,10.5,c,c,7.2
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Recorded disability,2954,283,9.6,0,0,0,0,0,0,0,0,0,0,0,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Recorded disability,3634,347,9.5,39.5,20.5,17.3,12.1,2.3,3.7,4.6,32.9,12.7,4.6,6.9,51.3
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Recorded disability,2203,100,4.5,70,0,18,c,0,11,0,0,12,0,0,c
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Recorded disability,3285,550,16.7,36.9,22.7,8,c,c,4.9,2.7,26.2,14.5,2.5,7.1,9.5
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Recorded disability,4235,270,6.4,45.9,25.6,c,5.6,0,c,0,17,5.2,c,2.6,31.1
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Recorded disability,121,19,15.7,31.6,c,c,0,0,c,0,52.6,c,c,0,c
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Recorded disability,2720,118,4.3,59.3,0,19.5,c,c,16.9,0,0,13.6,0,0,16.1
