time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,CPP_start,Neglect_Initial,Physical_Initial,Sexual_Initial,Emotional_Initial,Multiple_Initial,Neglect_Latest,Physical_Latest,Sexual_Latest,Emotional_Latest,Multiple_Latest
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Child Protection Plans by Initial and Latest Category of Abuse,268,161,c,c,95,0,161,c,c,101,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Child Protection Plans by Initial and Latest Category of Abuse,768,369,53,14,332,0,361,47,c,345,c
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Child Protection Plans by Initial and Latest Category of Abuse,376,153,42,19,150,12,148,35,18,164,11
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Child Protection Plans by Initial and Latest Category of Abuse,238,116,7,8,107,0,107,7,8,116,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Child Protection Plans by Initial and Latest Category of Abuse,475,380,25,19,51,0,373,24,19,59,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Child Protection Plans by Initial and Latest Category of Abuse,367,314,c,c,35,0,301,14,c,46,c
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Child Protection Plans by Initial and Latest Category of Abuse,240,169,6,9,56,0,169,c,9,55,c
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Child Protection Plans by Initial and Latest Category of Abuse,395,246,23,15,111,0,242,20,15,118,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Child Protection Plans by Initial and Latest Category of Abuse,627,263,16,13,335,0,246,12,12,357,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Child Protection Plans by Initial and Latest Category of Abuse,314,149,14,8,143,0,141,12,8,153,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Child Protection Plans by Initial and Latest Category of Abuse,356,220,23,21,86,6,238,18,13,87,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Child Protection Plans by Initial and Latest Category of Abuse,494,214,30,33,205,12,195,24,35,224,16
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Child Protection Plans by Initial and Latest Category of Abuse,268,128,9,11,120,0,120,c,9,133,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Child Protection Plans by Initial and Latest Category of Abuse,284,178,24,12,70,0,178,21,10,75,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Child Protection Plans by Initial and Latest Category of Abuse,265,99,c,c,145,0,99,c,c,145,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Child Protection Plans by Initial and Latest Category of Abuse,527,267,23,c,218,c,257,26,c,222,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Child Protection Plans by Initial and Latest Category of Abuse,184,117,c,c,41,0,104,c,c,54,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Child Protection Plans by Initial and Latest Category of Abuse,225,94,c,c,109,0,91,c,c,112,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Child Protection Plans by Initial and Latest Category of Abuse,875,282,52,55,402,84,273,55,51,472,24
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Child Protection Plans by Initial and Latest Category of Abuse,786,381,74,27,304,0,353,73,27,333,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Child Protection Plans by Initial and Latest Category of Abuse,697,231,c,c,189,269,216,c,c,195,278
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Child Protection Plans by Initial and Latest Category of Abuse,583,362,20,16,185,0,329,16,15,223,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Child Protection Plans by Initial and Latest Category of Abuse,362,128,27,15,192,0,128,23,c,196,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Child Protection Plans by Initial and Latest Category of Abuse,391,196,8,8,179,0,172,9,8,202,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Child Protection Plans by Initial and Latest Category of Abuse,299,150,21,14,114,0,153,19,13,114,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Child Protection Plans by Initial and Latest Category of Abuse,280,156,33,c,80,c,153,35,c,82,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Child Protection Plans by Initial and Latest Category of Abuse,199,71,c,c,116,0,69,c,c,119,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Child Protection Plans by Initial and Latest Category of Abuse,446,227,11,c,198,c,226,c,c,205,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Child Protection Plans by Initial and Latest Category of Abuse,250,84,16,c,143,c,85,13,c,144,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Child Protection Plans by Initial and Latest Category of Abuse,177,67,29,13,68,0,79,20,10,68,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Child Protection Plans by Initial and Latest Category of Abuse,596,256,31,30,279,0,256,29,28,283,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Child Protection Plans by Initial and Latest Category of Abuse,380,176,18,17,159,10,176,17,15,162,10
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Child Protection Plans by Initial and Latest Category of Abuse,305,132,7,23,100,43,123,8,24,113,37
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Child Protection Plans by Initial and Latest Category of Abuse,1048,338,153,73,469,15,329,139,65,500,15
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Child Protection Plans by Initial and Latest Category of Abuse,248,97,14,10,121,6,98,14,c,120,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Child Protection Plans by Initial and Latest Category of Abuse,534,175,49,15,295,0,162,35,17,320,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Child Protection Plans by Initial and Latest Category of Abuse,295,90,49,20,136,0,86,50,20,139,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Child Protection Plans by Initial and Latest Category of Abuse,794,457,102,50,168,17,449,103,44,179,19
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Child Protection Plans by Initial and Latest Category of Abuse,336,212,27,15,82,0,206,27,15,88,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Child Protection Plans by Initial and Latest Category of Abuse,664,141,116,65,342,0,128,108,64,364,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Child Protection Plans by Initial and Latest Category of Abuse,342,120,62,20,140,0,113,50,20,159,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Child Protection Plans by Initial and Latest Category of Abuse,133,52,33,7,41,0,52,31,7,43,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Child Protection Plans by Initial and Latest Category of Abuse,403,186,21,7,139,50,180,20,8,151,44
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Child Protection Plans by Initial and Latest Category of Abuse,593,174,44,c,335,c,168,c,32,360,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Child Protection Plans by Initial and Latest Category of Abuse,868,293,125,c,418,c,297,115,c,425,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Child Protection Plans by Initial and Latest Category of Abuse,535,419,20,9,87,0,409,21,9,96,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Child Protection Plans by Initial and Latest Category of Abuse,176,90,12,8,52,14,92,12,6,54,12
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Child Protection Plans by Initial and Latest Category of Abuse,537,303,58,21,155,0,283,55,22,177,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Child Protection Plans by Initial and Latest Category of Abuse,1024,622,178,45,179,0,612,134,38,240,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Child Protection Plans by Initial and Latest Category of Abuse,566,199,228,c,97,c,195,218,41,112,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Child Protection Plans by Initial and Latest Category of Abuse,716,358,58,27,205,68,352,50,c,230,c
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Child Protection Plans by Initial and Latest Category of Abuse,514,399,c,c,52,0,409,29,22,54,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Child Protection Plans by Initial and Latest Category of Abuse,900,487,80,24,285,24,512,76,25,287,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Child Protection Plans by Initial and Latest Category of Abuse,610,245,68,31,266,0,244,61,29,276,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Child Protection Plans by Initial and Latest Category of Abuse,929,365,30,36,231,267,354,31,40,270,234
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Child Protection Plans by Initial and Latest Category of Abuse,12,c,c,c,c,c,c,c,c,c,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Child Protection Plans by Initial and Latest Category of Abuse,1514,449,109,45,911,0,440,99,46,929,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Child Protection Plans by Initial and Latest Category of Abuse,609,219,26,49,315,0,221,25,47,316,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Child Protection Plans by Initial and Latest Category of Abuse,401,182,11,13,195,0,174,c,14,202,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Child Protection Plans by Initial and Latest Category of Abuse,170,64,8,11,87,0,56,6,9,99,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Child Protection Plans by Initial and Latest Category of Abuse,707,294,45,20,348,0,318,34,c,332,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Child Protection Plans by Initial and Latest Category of Abuse,393,191,29,29,144,0,187,17,29,160,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Child Protection Plans by Initial and Latest Category of Abuse,201,65,29,c,101,c,58,26,c,111,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Child Protection Plans by Initial and Latest Category of Abuse,789,494,18,12,265,0,494,18,12,265,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Child Protection Plans by Initial and Latest Category of Abuse,702,374,50,36,242,0,348,34,c,285,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Child Protection Plans by Initial and Latest Category of Abuse,248,105,17,25,101,0,104,17,21,106,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Child Protection Plans by Initial and Latest Category of Abuse,328,109,24,19,176,0,103,17,20,188,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Child Protection Plans by Initial and Latest Category of Abuse,480,121,20,16,209,114,106,23,16,233,102
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Child Protection Plans by Initial and Latest Category of Abuse,316,228,c,c,69,0,226,c,c,72,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Child Protection Plans by Initial and Latest Category of Abuse,669,385,50,25,169,40,393,47,35,175,19
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Child Protection Plans by Initial and Latest Category of Abuse,159,111,c,c,39,0,99,c,c,51,0
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Child Protection Plans by Initial and Latest Category of Abuse,573,333,18,32,190,0,314,15,32,212,0
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Child Protection Plans by Initial and Latest Category of Abuse,190,92,9,0,59,30,89,c,c,64,22
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Child Protection Plans by Initial and Latest Category of Abuse,744,330,9,16,43,346,330,9,16,43,346
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Child Protection Plans by Initial and Latest Category of Abuse,591,260,68,19,244,0,245,53,18,275,0
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Child Protection Plans by Initial and Latest Category of Abuse,361,171,7,15,136,32,170,c,c,142,30
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Child Protection Plans by Initial and Latest Category of Abuse,564,244,57,32,213,18,224,45,36,247,12
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Child Protection Plans by Initial and Latest Category of Abuse,354,218,9,16,111,0,220,8,15,111,0
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Child Protection Plans by Initial and Latest Category of Abuse,212,96,7,6,86,17,89,8,10,99,6
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Child Protection Plans by Initial and Latest Category of Abuse,609,334,c,44,197,c,327,31,44,207,0
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Child Protection Plans by Initial and Latest Category of Abuse,143,75,c,c,61,0,73,c,c,64,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Child Protection Plans by Initial and Latest Category of Abuse,213,114,9,14,76,0,100,7,12,94,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Child Protection Plans by Initial and Latest Category of Abuse,320,91,7,8,182,32,93,7,9,188,23
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Child Protection Plans by Initial and Latest Category of Abuse,637,407,11,13,206,0,376,8,11,242,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Child Protection Plans by Initial and Latest Category of Abuse,659,250,20,18,346,25,244,17,18,352,28
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Child Protection Plans by Initial and Latest Category of Abuse,1460,747,72,46,595,0,742,63,46,609,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Child Protection Plans by Initial and Latest Category of Abuse,218,138,11,17,52,0,135,10,17,56,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Child Protection Plans by Initial and Latest Category of Abuse,1305,578,77,63,563,24,576,80,58,577,14
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Child Protection Plans by Initial and Latest Category of Abuse,217,106,c,13,90,c,94,6,11,106,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Child Protection Plans by Initial and Latest Category of Abuse,243,182,0,c,c,0,177,0,c,c,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Child Protection Plans by Initial and Latest Category of Abuse,694,435,41,10,195,13,429,32,10,209,14
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Child Protection Plans by Initial and Latest Category of Abuse,303,146,43,8,106,0,131,38,6,128,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Child Protection Plans by Initial and Latest Category of Abuse,348,133,30,7,178,0,143,26,6,173,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Child Protection Plans by Initial and Latest Category of Abuse,375,211,15,7,142,0,199,11,c,150,c
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Child Protection Plans by Initial and Latest Category of Abuse,473,219,36,c,204,c,214,40,c,207,c
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Child Protection Plans by Initial and Latest Category of Abuse,987,649,47,27,243,21,640,45,24,256,22
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Child Protection Plans by Initial and Latest Category of Abuse,225,84,c,c,127,0,78,c,c,133,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Child Protection Plans by Initial and Latest Category of Abuse,1187,663,71,38,379,36,672,71,40,374,30
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Child Protection Plans by Initial and Latest Category of Abuse,228,92,10,c,119,c,89,c,c,128,c
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Child Protection Plans by Initial and Latest Category of Abuse,158,83,12,c,55,c,84,10,6,58,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Child Protection Plans by Initial and Latest Category of Abuse,103,61,c,c,33,0,50,c,c,45,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Child Protection Plans by Initial and Latest Category of Abuse,449,263,62,9,115,0,263,45,9,132,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Child Protection Plans by Initial and Latest Category of Abuse,258,123,21,14,100,0,120,20,14,104,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Child Protection Plans by Initial and Latest Category of Abuse,373,224,48,14,87,0,222,43,14,94,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Child Protection Plans by Initial and Latest Category of Abuse,740,367,66,29,278,0,360,62,30,288,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Child Protection Plans by Initial and Latest Category of Abuse,490,261,104,c,83,c,263,103,41,83,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Child Protection Plans by Initial and Latest Category of Abuse,854,497,45,17,286,9,498,33,14,294,15
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Child Protection Plans by Initial and Latest Category of Abuse,c,c,0,0,0,0,c,0,0,0,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Child Protection Plans by Initial and Latest Category of Abuse,121,66,12,6,37,0,57,9,8,47,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Child Protection Plans by Initial and Latest Category of Abuse,329,156,33,12,128,0,153,33,12,131,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Child Protection Plans by Initial and Latest Category of Abuse,311,152,28,7,124,0,147,c,c,141,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Child Protection Plans by Initial and Latest Category of Abuse,296,78,82,21,115,0,71,83,20,122,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Child Protection Plans by Initial and Latest Category of Abuse,235,96,25,10,104,0,98,22,10,105,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Child Protection Plans by Initial and Latest Category of Abuse,307,118,21,18,150,0,118,21,18,150,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Child Protection Plans by Initial and Latest Category of Abuse,375,180,36,11,148,0,187,24,13,151,0
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Child Protection Plans by Initial and Latest Category of Abuse,316,98,52,0,166,0,97,50,0,169,0
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Child Protection Plans by Initial and Latest Category of Abuse,c,0,0,0,c,0,0,0,0,c,0
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Child Protection Plans by Initial and Latest Category of Abuse,x,x,x,x,x,x,x,x,x,x,x
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Child Protection Plans by Initial and Latest Category of Abuse,127,45,c,c,46,0,45,c,c,49,0
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Child Protection Plans by Initial and Latest Category of Abuse,333,158,23,c,131,c,169,21,c,126,c
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Child Protection Plans by Initial and Latest Category of Abuse,209,48,27,c,123,c,49,27,c,122,c
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Child Protection Plans by Initial and Latest Category of Abuse,34,15,c,c,13,0,15,c,c,13,0
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Child Protection Plans by Initial and Latest Category of Abuse,306,85,80,20,121,0,98,77,22,109,0
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Child Protection Plans by Initial and Latest Category of Abuse,334,103,26,24,174,7,98,22,15,192,7
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Child Protection Plans by Initial and Latest Category of Abuse,406,184,41,13,168,0,170,37,c,188,c
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Child Protection Plans by Initial and Latest Category of Abuse,458,188,28,c,225,c,179,26,c,237,c
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Child Protection Plans by Initial and Latest Category of Abuse,363,262,c,c,86,0,265,9,6,83,0
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Child Protection Plans by Initial and Latest Category of Abuse,263,105,c,c,114,0,120,c,c,113,0
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Child Protection Plans by Initial and Latest Category of Abuse,71,15,8,0,48,0,13,8,0,50,0
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Child Protection Plans by Initial and Latest Category of Abuse,367,125,37,24,181,0,126,33,25,183,0
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Child Protection Plans by Initial and Latest Category of Abuse,189,118,c,c,41,0,112,c,c,49,0
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Child Protection Plans by Initial and Latest Category of Abuse,260,96,29,c,132,c,87,29,c,139,c
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Child Protection Plans by Initial and Latest Category of Abuse,358,130,69,6,153,0,117,c,c,177,0
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Child Protection Plans by Initial and Latest Category of Abuse,352,195,16,23,118,0,187,12,22,131,0
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Child Protection Plans by Initial and Latest Category of Abuse,472,184,31,c,242,c,172,24,c,260,c
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Child Protection Plans by Initial and Latest Category of Abuse,313,136,17,7,153,0,129,13,7,164,0
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Child Protection Plans by Initial and Latest Category of Abuse,338,165,29,14,102,28,170,27,14,113,14
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Child Protection Plans by Initial and Latest Category of Abuse,228,99,7,0,93,29,100,7,0,100,21
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Child Protection Plans by Initial and Latest Category of Abuse,384,204,35,c,132,c,187,33,c,154,c
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Child Protection Plans by Initial and Latest Category of Abuse,206,99,14,c,85,c,95,14,c,89,c
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Child Protection Plans by Initial and Latest Category of Abuse,304,134,46,12,112,0,136,33,12,123,0
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Child Protection Plans by Initial and Latest Category of Abuse,317,142,25,9,141,0,136,13,c,154,c
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Child Protection Plans by Initial and Latest Category of Abuse,162,37,56,10,59,0,33,49,10,70,0
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Child Protection Plans by Initial and Latest Category of Abuse,199,75,9,12,103,0,76,c,c,109,0
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Child Protection Plans by Initial and Latest Category of Abuse,315,177,c,c,126,0,148,0,c,160,c
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Child Protection Plans by Initial and Latest Category of Abuse,152,32,58,10,52,0,29,49,c,63,c
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Child Protection Plans by Initial and Latest Category of Abuse,339,89,38,c,202,c,81,27,c,222,c
2021,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Child Protection Plans by Initial and Latest Category of Abuse,310,106,22,8,174,0,106,13,c,182,c
2020,Reporting year,National,E92000001,England,,,,,,Child Protection Plans by Initial and Latest Category of Abuse,66380,33120,5730,2600,23390,1550,32700,5200,2540,24450,1490
2020,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Child Protection Plans by Initial and Latest Category of Abuse,5020,3130,370,160,1350,20,3090,330,160,1440,10
2020,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Child Protection Plans by Initial and Latest Category of Abuse,9710,4420,750,450,3760,340,4240,640,420,3960,450
2020,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Child Protection Plans by Initial and Latest Category of Abuse,8360,3700,910,450,3150,140,3650,850,440,3300,120
2020,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Child Protection Plans by Initial and Latest Category of Abuse,6180,3080,840,220,1650,390,3130,790,240,1710,310
