time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,CPP_At31,Neglect_Initial,Physical_Initial,Sexual_Initial,Emotional_Initial,Multiple_Initial,Neglect_Latest,Physical_Latest,Sexual_Latest,Emotional_Latest,Multiple_Latest
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Child Protection Plans by Initial and Latest Category of Abuse,543,247,38,c,220,c,218,34,c,262,c
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Child Protection Plans by Initial and Latest Category of Abuse,171,122,c,c,45,0,120,0,c,c,0
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Child Protection Plans by Initial and Latest Category of Abuse,145,90,c,c,36,13,73,c,0,58,c
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Child Protection Plans by Initial and Latest Category of Abuse,446,288,22,c,114,c,286,16,19,125,0
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Child Protection Plans by Initial and Latest Category of Abuse,108,73,0,c,c,0,75,0,c,c,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Child Protection Plans by Initial and Latest Category of Abuse,185,102,c,0,68,c,89,c,0,88,c
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Child Protection Plans by Initial and Latest Category of Abuse,281,88,8,21,164,0,82,7,22,170,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Child Protection Plans by Initial and Latest Category of Abuse,752,499,7,44,202,0,473,6,43,230,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Child Protection Plans by Initial and Latest Category of Abuse,534,224,8,22,260,20,226,6,22,266,14
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Child Protection Plans by Initial and Latest Category of Abuse,1024,604,45,21,354,0,589,43,22,370,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Child Protection Plans by Initial and Latest Category of Abuse,161,102,15,9,35,0,102,14,9,36,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Child Protection Plans by Initial and Latest Category of Abuse,1256,628,91,50,479,8,630,80,c,494,c
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Child Protection Plans by Initial and Latest Category of Abuse,219,107,c,c,96,0,93,c,c,117,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Child Protection Plans by Initial and Latest Category of Abuse,191,145,7,0,39,0,143,c,0,39,c
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Child Protection Plans by Initial and Latest Category of Abuse,559,350,15,15,179,0,335,14,c,196,c
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Child Protection Plans by Initial and Latest Category of Abuse,225,84,c,c,95,0,82,c,c,101,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Child Protection Plans by Initial and Latest Category of Abuse,217,124,c,c,80,0,123,c,c,78,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Child Protection Plans by Initial and Latest Category of Abuse,288,169,c,0,97,c,159,14,0,115,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Child Protection Plans by Initial and Latest Category of Abuse,475,178,30,18,249,0,182,23,17,253,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Child Protection Plans by Initial and Latest Category of Abuse,1002,598,21,45,317,21,595,14,40,334,19
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Child Protection Plans by Initial and Latest Category of Abuse,184,52,16,6,110,0,53,15,7,109,0
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Child Protection Plans by Initial and Latest Category of Abuse,693,410,29,22,211,21,426,27,23,206,11
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Child Protection Plans by Initial and Latest Category of Abuse,141,38,14,6,83,0,34,15,c,87,c
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Child Protection Plans by Initial and Latest Category of Abuse,161,95,9,c,45,c,89,10,8,54,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Child Protection Plans by Initial and Latest Category of Abuse,107,51,c,c,53,0,55,c,0,c,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Child Protection Plans by Initial and Latest Category of Abuse,388,252,29,8,99,0,253,19,6,110,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Child Protection Plans by Initial and Latest Category of Abuse,258,107,10,7,134,0,107,10,7,134,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Child Protection Plans by Initial and Latest Category of Abuse,402,211,68,24,99,0,205,68,24,105,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Child Protection Plans by Initial and Latest Category of Abuse,640,312,66,27,235,0,294,63,29,254,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Child Protection Plans by Initial and Latest Category of Abuse,323,196,32,33,62,0,196,32,33,62,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Child Protection Plans by Initial and Latest Category of Abuse,859,460,c,23,358,c,436,15,23,379,6
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Child Protection Plans by Initial and Latest Category of Abuse,c,c,0,0,0,0,c,0,0,0,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Child Protection Plans by Initial and Latest Category of Abuse,95,72,c,c,16,0,70,c,c,18,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Child Protection Plans by Initial and Latest Category of Abuse,326,161,30,9,126,0,168,26,11,121,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Child Protection Plans by Initial and Latest Category of Abuse,215,95,12,6,102,0,94,7,6,108,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Child Protection Plans by Initial and Latest Category of Abuse,211,77,18,7,109,0,83,c,c,102,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Child Protection Plans by Initial and Latest Category of Abuse,212,124,22,15,51,0,123,22,15,52,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Child Protection Plans by Initial and Latest Category of Abuse,152,85,c,c,49,0,85,c,c,49,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Child Protection Plans by Initial and Latest Category of Abuse,322,169,26,c,108,c,170,c,15,127,c
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Child Protection Plans by Initial and Latest Category of Abuse,145,64,14,0,67,0,63,10,0,72,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Child Protection Plans by Initial and Latest Category of Abuse,c,c,0,0,c,0,c,0,0,c,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Child Protection Plans by Initial and Latest Category of Abuse,x,x,x,x,x,x,x,x,x,x,x
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Child Protection Plans by Initial and Latest Category of Abuse,135,51,29,6,49,0,51,29,6,49,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Child Protection Plans by Initial and Latest Category of Abuse,178,102,c,c,66,0,101,c,c,68,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Child Protection Plans by Initial and Latest Category of Abuse,160,45,9,15,91,0,46,8,16,90,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Child Protection Plans by Initial and Latest Category of Abuse,60,9,c,c,42,0,c,8,c,43,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Child Protection Plans by Initial and Latest Category of Abuse,327,112,72,18,125,0,111,73,18,125,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Child Protection Plans by Initial and Latest Category of Abuse,399,197,15,21,146,20,179,18,19,165,18
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Child Protection Plans by Initial and Latest Category of Abuse,243,90,26,8,119,0,97,8,8,130,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Child Protection Plans by Initial and Latest Category of Abuse,329,126,c,c,178,0,114,c,c,194,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Child Protection Plans by Initial and Latest Category of Abuse,328,207,c,c,110,0,185,c,c,134,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Child Protection Plans by Initial and Latest Category of Abuse,161,74,c,c,65,0,77,c,c,72,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Child Protection Plans by Initial and Latest Category of Abuse,97,38,8,0,51,0,38,8,0,51,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Child Protection Plans by Initial and Latest Category of Abuse,415,159,56,20,180,0,149,44,21,201,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Child Protection Plans by Initial and Latest Category of Abuse,226,120,30,0,76,0,113,27,0,86,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Child Protection Plans by Initial and Latest Category of Abuse,215,100,20,7,88,0,103,18,6,88,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Child Protection Plans by Initial and Latest Category of Abuse,374,141,74,10,149,0,120,56,11,187,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Child Protection Plans by Initial and Latest Category of Abuse,345,221,14,9,101,0,217,11,c,107,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Child Protection Plans by Initial and Latest Category of Abuse,430,181,29,c,201,c,171,c,18,223,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Child Protection Plans by Initial and Latest Category of Abuse,240,105,9,11,115,0,111,6,13,110,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Child Protection Plans by Initial and Latest Category of Abuse,312,141,34,15,95,27,135,35,11,101,30
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Child Protection Plans by Initial and Latest Category of Abuse,164,72,c,0,80,c,71,c,0,80,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Child Protection Plans by Initial and Latest Category of Abuse,320,138,15,8,118,41,128,12,8,148,24
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Child Protection Plans by Initial and Latest Category of Abuse,237,114,c,0,114,c,109,c,c,118,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Child Protection Plans by Initial and Latest Category of Abuse,277,117,47,11,102,0,127,36,11,103,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Child Protection Plans by Initial and Latest Category of Abuse,191,90,c,c,89,0,90,c,c,93,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Child Protection Plans by Initial and Latest Category of Abuse,128,33,29,6,60,0,c,33,c,61,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Child Protection Plans by Initial and Latest Category of Abuse,94,26,10,6,52,0,35,c,c,52,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Child Protection Plans by Initial and Latest Category of Abuse,257,132,c,c,116,0,108,c,10,135,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Child Protection Plans by Initial and Latest Category of Abuse,132,41,19,6,66,0,53,c,c,57,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Child Protection Plans by Initial and Latest Category of Abuse,196,71,c,c,112,0,69,c,c,117,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Child Protection Plans by Initial and Latest Category of Abuse,307,63,18,10,216,0,55,12,8,232,0
2021,Reporting year,National,E92000001,England,,,,,,Child Protection Plans by Initial and Latest Category of Abuse,50010,24120,3650,1930,18840,1480,23630,3080,1830,20230,1240
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Child Protection Plans by Initial and Latest Category of Abuse,3580,1990,200,140,1230,20,1960,170,120,1320,10
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Child Protection Plans by Initial and Latest Category of Abuse,7390,3430,370,280,3010,310,3320,310,260,3230,280
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Child Protection Plans by Initial and Latest Category of Abuse,5750,2430,600,310,2290,120,2380,510,280,2480,110
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Child Protection Plans by Initial and Latest Category of Abuse,4640,2500,560,190,1130,270,2480,470,200,1270,220
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Child Protection Plans by Initial and Latest Category of Abuse,5570,2430,310,220,2500,110,2400,250,220,2610,80
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Child Protection Plans by Initial and Latest Category of Abuse,3560,1790,150,140,1080,400,1710,140,140,1220,350
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Child Protection Plans by Initial and Latest Category of Abuse,7440,3150,680,230,3290,90,3080,560,200,3520,70
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Child Protection Plans by Initial and Latest Category of Abuse,7970,4330,370,240,2890,150,4240,320,230,3070,110
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Child Protection Plans by Initial and Latest Category of Abuse,4110,2080,420,190,1400,10,2050,350,190,1510,10
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Child Protection Plans by Initial and Latest Category of Abuse,2910,1190,260,90,1340,20,1190,240,70,1390,20
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Child Protection Plans by Initial and Latest Category of Abuse,4530,1970,410,140,1950,70,1890,320,130,2130,50
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Child Protection Plans by Initial and Latest Category of Abuse,444,301,31,21,91,0,307,29,18,90,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Child Protection Plans by Initial and Latest Category of Abuse,87,35,25,c,c,0,30,c,c,33,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Child Protection Plans by Initial and Latest Category of Abuse,210,70,18,12,110,0,69,18,12,111,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Child Protection Plans by Initial and Latest Category of Abuse,245,141,c,c,98,0,143,c,c,99,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Child Protection Plans by Initial and Latest Category of Abuse,567,278,31,10,248,0,271,25,c,260,c
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Child Protection Plans by Initial and Latest Category of Abuse,339,139,29,c,142,c,139,25,c,153,c
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Child Protection Plans by Initial and Latest Category of Abuse,174,85,c,c,80,0,77,c,c,88,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Child Protection Plans by Initial and Latest Category of Abuse,359,275,21,14,49,0,270,21,14,54,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Child Protection Plans by Initial and Latest Category of Abuse,255,223,c,c,23,0,213,c,c,30,c
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Child Protection Plans by Initial and Latest Category of Abuse,172,109,c,c,47,0,106,c,11,49,c
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Child Protection Plans by Initial and Latest Category of Abuse,321,172,22,16,92,19,187,15,16,103,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Child Protection Plans by Initial and Latest Category of Abuse,411,160,8,12,231,0,152,c,c,245,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Child Protection Plans by Initial and Latest Category of Abuse,192,86,c,c,96,0,80,c,c,105,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Child Protection Plans by Initial and Latest Category of Abuse,357,195,21,18,114,9,230,12,c,105,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Child Protection Plans by Initial and Latest Category of Abuse,412,189,28,27,158,10,159,23,29,190,11
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Child Protection Plans by Initial and Latest Category of Abuse,201,85,c,c,106,0,85,c,c,110,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Child Protection Plans by Initial and Latest Category of Abuse,236,159,12,12,53,0,161,11,10,54,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Child Protection Plans by Initial and Latest Category of Abuse,212,82,c,c,116,0,81,c,c,117,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Child Protection Plans by Initial and Latest Category of Abuse,429,224,16,17,172,0,215,16,19,179,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Child Protection Plans by Initial and Latest Category of Abuse,137,91,c,c,30,0,84,c,c,38,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Child Protection Plans by Initial and Latest Category of Abuse,186,79,c,c,84,0,71,c,c,92,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Child Protection Plans by Initial and Latest Category of Abuse,569,187,30,44,268,40,171,34,41,323,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Child Protection Plans by Initial and Latest Category of Abuse,622,323,52,21,226,0,287,49,22,264,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Child Protection Plans by Initial and Latest Category of Abuse,564,165,c,c,160,234,c,0,c,164,241
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Child Protection Plans by Initial and Latest Category of Abuse,439,268,16,11,144,0,225,9,12,193,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Child Protection Plans by Initial and Latest Category of Abuse,304,111,17,15,161,0,119,14,c,156,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Child Protection Plans by Initial and Latest Category of Abuse,405,213,7,9,176,0,203,8,9,185,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Child Protection Plans by Initial and Latest Category of Abuse,252,122,9,14,107,0,134,7,13,98,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Child Protection Plans by Initial and Latest Category of Abuse,200,122,28,7,43,0,119,30,6,45,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Child Protection Plans by Initial and Latest Category of Abuse,156,63,c,c,88,0,61,c,c,91,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Child Protection Plans by Initial and Latest Category of Abuse,385,194,c,11,169,c,188,10,c,178,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Child Protection Plans by Initial and Latest Category of Abuse,184,62,7,c,104,c,72,c,c,97,6
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Child Protection Plans by Initial and Latest Category of Abuse,167,64,27,13,63,0,83,12,10,62,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Child Protection Plans by Initial and Latest Category of Abuse,463,195,22,18,228,0,192,18,16,237,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Child Protection Plans by Initial and Latest Category of Abuse,317,148,7,12,140,10,145,6,12,144,10
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Child Protection Plans by Initial and Latest Category of Abuse,250,111,c,c,80,39,105,c,c,94,31
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Child Protection Plans by Initial and Latest Category of Abuse,876,318,97,49,391,21,315,89,40,417,15
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Child Protection Plans by Initial and Latest Category of Abuse,183,95,c,c,71,0,94,c,c,77,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Child Protection Plans by Initial and Latest Category of Abuse,433,160,32,13,228,0,152,16,11,254,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Child Protection Plans by Initial and Latest Category of Abuse,193,53,25,16,99,0,57,27,16,93,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Child Protection Plans by Initial and Latest Category of Abuse,618,359,80,40,126,13,352,77,34,140,15
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Child Protection Plans by Initial and Latest Category of Abuse,246,172,c,c,45,0,171,c,c,55,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Child Protection Plans by Initial and Latest Category of Abuse,546,133,90,59,264,0,128,77,49,292,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Child Protection Plans by Initial and Latest Category of Abuse,267,102,44,15,106,0,89,33,15,130,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Child Protection Plans by Initial and Latest Category of Abuse,89,34,c,c,27,0,34,c,c,29,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Child Protection Plans by Initial and Latest Category of Abuse,339,166,c,c,111,42,155,c,c,124,40
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Child Protection Plans by Initial and Latest Category of Abuse,431,117,29,c,257,c,114,c,24,273,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Child Protection Plans by Initial and Latest Category of Abuse,775,248,101,35,391,0,262,87,c,391,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Child Protection Plans by Initial and Latest Category of Abuse,378,301,12,6,59,0,295,13,7,63,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Child Protection Plans by Initial and Latest Category of Abuse,129,62,c,11,39,c,59,9,9,45,7
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Child Protection Plans by Initial and Latest Category of Abuse,460,266,47,13,134,0,263,42,14,141,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Child Protection Plans by Initial and Latest Category of Abuse,896,581,130,38,147,0,569,89,33,205,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Child Protection Plans by Initial and Latest Category of Abuse,392,142,160,c,65,c,140,153,24,75,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Child Protection Plans by Initial and Latest Category of Abuse,499,256,50,13,137,43,246,33,11,169,40
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Child Protection Plans by Initial and Latest Category of Abuse,369,299,34,13,23,0,309,21,16,23,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Child Protection Plans by Initial and Latest Category of Abuse,724,401,54,24,222,23,425,53,24,222,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Child Protection Plans by Initial and Latest Category of Abuse,598,259,63,35,241,0,247,59,38,254,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Child Protection Plans by Initial and Latest Category of Abuse,698,294,14,30,160,200,285,15,36,181,181
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Child Protection Plans by Initial and Latest Category of Abuse,8,0,c,c,c,0,0,c,c,c,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Child Protection Plans by Initial and Latest Category of Abuse,1246,355,82,37,772,0,364,70,37,775,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Child Protection Plans by Initial and Latest Category of Abuse,461,169,15,35,242,0,166,10,33,252,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Child Protection Plans by Initial and Latest Category of Abuse,292,134,c,c,144,0,118,c,11,157,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Child Protection Plans by Initial and Latest Category of Abuse,107,32,6,10,59,0,29,c,c,65,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Child Protection Plans by Initial and Latest Category of Abuse,478,221,27,15,215,0,232,17,c,214,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Child Protection Plans by Initial and Latest Category of Abuse,279,136,22,15,106,0,142,11,15,111,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Child Protection Plans by Initial and Latest Category of Abuse,149,46,22,c,75,c,43,19,c,83,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Child Protection Plans by Initial and Latest Category of Abuse,628,406,10,11,201,0,406,10,11,201,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Child Protection Plans by Initial and Latest Category of Abuse,495,279,33,23,160,0,254,22,24,195,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Child Protection Plans by Initial and Latest Category of Abuse,171,67,9,18,77,0,80,10,10,71,0
