time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,At31_episodes,N1_Abuse_or_neglect,N2_Childs_disability_or_illness,N3_Parents_disability_or_illness,N4_Family_in_acute_stress,N5_Family_dysfunction,N6_Socially_unacceptable_behaviour,N7_Low_income,N8_Absent_parenting,N9_Cases_other_than_CIN,N0_Not_stated
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Primary need at assessment,3013,1482,235,189,305,458,109,c,170,c,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Primary need at assessment,2416,1695,94,56,154,188,26,c,188,c,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Primary need at assessment,2772,975,146,197,456,315,53,c,c,256,336
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Primary need at assessment,4079,2338,148,120,684,468,63,7,98,8,145
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Primary need at assessment,2412,1301,150,c,229,526,46,c,92,34,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Primary need at assessment,4634,2832,100,12,641,758,61,c,220,0,c
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Primary need at assessment,29,c,11,0,c,c,0,0,0,c,7
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Primary need at assessment,864,287,92,c,211,185,c,0,60,15,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Primary need at assessment,2059,1448,239,136,41,43,49,29,53,21,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Primary need at assessment,2486,1856,102,54,226,121,16,0,59,42,10
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Primary need at assessment,1787,492,87,62,476,445,47,c,59,c,88
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Primary need at assessment,1841,944,162,66,211,238,78,c,38,c,67
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Primary need at assessment,1425,969,130,18,105,102,c,c,21,23,41
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Primary need at assessment,2541,1789,319,17,103,170,c,c,101,14,19
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Primary need at assessment,1612,680,238,92,146,143,43,13,239,18,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Primary need at assessment,95,c,c,0,c,c,0,0,54,0,31
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Primary need at assessment,x,x,x,x,x,x,x,x,x,x,x
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Primary need at assessment,1452,823,62,46,201,162,54,c,98,c,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Primary need at assessment,2151,1001,140,60,500,136,97,13,158,22,24
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Primary need at assessment,2087,1139,116,34,210,226,88,10,249,7,8
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Primary need at assessment,806,262,c,47,198,74,50,c,143,0,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Primary need at assessment,2993,1332,124,153,610,233,251,8,187,75,20
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Primary need at assessment,2776,1728,338,37,139,199,95,7,218,15,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Primary need at assessment,3232,1415,323,111,311,265,252,191,218,0,146
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Primary need at assessment,2804,1284,351,143,402,229,115,9,271,0,0
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Primary need at assessment,2964,1445,302,118,362,253,173,23,218,39,31
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Primary need at assessment,1723,707,210,125,278,120,21,19,137,40,66
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Primary need at assessment,1362,402,104,82,119,126,24,25,210,13,257
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Primary need at assessment,3323,2348,80,58,73,462,140,c,111,36,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Primary need at assessment,1842,814,147,c,239,360,49,0,203,0,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Primary need at assessment,1938,806,233,28,303,292,68,63,145,0,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Primary need at assessment,3002,1461,483,135,387,166,97,0,254,c,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Primary need at assessment,2614,1458,385,62,276,264,62,7,94,0,6
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Primary need at assessment,3481,2287,259,31,141,138,82,0,543,0,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Primary need at assessment,2293,954,233,144,308,241,87,7,193,87,39
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Primary need at assessment,3095,1829,403,53,256,194,95,40,193,25,7
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Primary need at assessment,2291,917,437,166,97,357,113,30,121,0,53
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Primary need at assessment,1918,943,223,140,230,172,62,20,128,0,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Primary need at assessment,1574,862,250,11,72,42,142,c,43,c,147
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Primary need at assessment,2677,1464,182,57,268,195,97,c,392,17,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Primary need at assessment,1940,1321,189,9,91,76,37,c,209,c,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Primary need at assessment,1002,544,65,c,177,88,21,0,89,c,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Primary need at assessment,1233,602,124,49,176,87,59,7,124,c,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Primary need at assessment,2437,1468,427,49,175,94,66,9,149,0,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Primary need at assessment,1014,596,61,23,97,117,33,c,83,c,0
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Primary need at assessment,1812,643,434,39,292,165,32,c,196,0,c
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Primary need at assessment,2326,1011,76,114,400,281,133,c,184,c,105
2021,Reporting year,National,E92000001,England,,,,,,Primary need at assessment,388490,219190,32140,9460,33120,53500,7730,1600,16410,4180,11160
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Primary need at assessment,24610,13890,1970,260,2520,4260,370,50,290,80,930
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Primary need at assessment,57670,37700,3750,870,4190,7910,960,100,1360,150,690
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Primary need at assessment,41200,29800,2590,480,2400,3140,450,130,950,330,920
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Primary need at assessment,29250,15920,1950,1130,2030,3510,520,120,850,1250,1980
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Primary need at assessment,44910,25640,3560,790,3890,6630,790,120,1510,610,1370
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Primary need at assessment,31000,18380,3820,540,2100,2930,420,180,1540,120,980
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Primary need at assessment,69400,33940,7320,2790,7470,7070,2810,720,5730,580,980
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Primary need at assessment,59850,26830,5020,1500,5200,14240,950,110,3250,380,2390
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Primary need at assessment,30600,17100,2150,1090,3310,3830,480,80,940,690,930
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Primary need at assessment,28770,13390,2720,1480,3510,2670,1370,460,2320,260,600
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Primary need at assessment,40630,20550,4610,1310,3960,4400,1440,260,3410,320,380
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Primary need at assessment,3683,2918,189,31,159,187,58,0,46,25,70
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Primary need at assessment,861,546,98,c,37,164,c,0,6,0,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Primary need at assessment,1454,255,128,c,76,758,12,0,10,c,201
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Primary need at assessment,1438,913,277,47,33,83,22,c,17,c,40
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Primary need at assessment,2932,2413,123,9,85,274,8,6,8,6,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Primary need at assessment,2549,1202,205,44,219,311,92,25,64,0,387
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Primary need at assessment,1646,836,162,10,176,350,26,c,26,c,50
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Primary need at assessment,2253,437,220,14,740,808,c,c,21,0,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Primary need at assessment,1666,1064,145,42,117,223,c,c,34,30,0
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Primary need at assessment,1488,902,143,c,254,142,19,0,10,c,10
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Primary need at assessment,2327,943,146,16,521,441,67,c,20,c,167
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Primary need at assessment,2314,1456,137,26,98,520,40,c,25,c,8
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Primary need at assessment,1332,1012,98,c,71,115,c,0,26,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Primary need at assessment,2020,1430,98,63,95,80,16,0,12,21,205
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Primary need at assessment,2447,1941,174,29,82,123,c,c,72,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Primary need at assessment,1428,1097,107,21,106,31,c,0,25,c,27
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Primary need at assessment,2082,1592,144,c,194,68,c,0,69,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Primary need at assessment,1975,1391,90,88,67,218,61,39,c,0,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,Primary need at assessment,2794,2183,215,22,102,160,27,0,17,30,38
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,Primary need at assessment,1037,710,24,21,33,188,24,0,23,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,Primary need at assessment,1214,762,90,16,111,188,42,c,c,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,Primary need at assessment,7602,4245,671,118,499,1832,34,23,180,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,Primary need at assessment,4329,2888,87,65,399,449,59,c,260,c,114
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,Primary need at assessment,5312,3644,404,91,235,253,99,9,339,10,228
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,Primary need at assessment,2522,1325,148,24,127,749,104,0,29,7,9
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,Primary need at assessment,2800,1956,384,28,167,225,21,c,c,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,Primary need at assessment,2132,1100,62,7,114,761,32,0,18,13,25
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,Primary need at assessment,2165,827,151,43,412,671,c,c,30,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,Primary need at assessment,1516,1179,88,11,57,142,21,0,18,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,Primary need at assessment,2438,1005,155,74,378,682,69,0,29,33,13
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,Primary need at assessment,2353,1783,45,c,174,230,65,c,39,0,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,Primary need at assessment,1467,961,52,21,242,116,40,c,26,c,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Primary need at assessment,1468,890,76,11,128,216,85,c,55,c,c
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Primary need at assessment,2679,1846,214,55,283,203,46,0,25,7,0
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Primary need at assessment,2562,1932,175,34,118,205,42,c,35,c,14
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Primary need at assessment,1818,1475,117,c,37,85,c,c,7,87,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Primary need at assessment,6328,5713,277,12,116,98,10,19,83,0,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Primary need at assessment,1248,1015,39,16,45,71,c,0,47,c,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Primary need at assessment,2482,1916,222,26,90,165,17,c,31,c,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Primary need at assessment,1901,963,363,c,65,357,23,0,40,72,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Primary need at assessment,3772,2718,170,46,185,463,16,c,120,35,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Primary need at assessment,2179,1398,129,15,230,263,13,10,46,0,75
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Primary need at assessment,5128,3218,194,104,232,216,153,45,227,0,739
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Primary need at assessment,2214,1749,128,78,c,186,18,c,47,c,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Primary need at assessment,1120,606,59,c,42,196,21,c,77,31,78
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Primary need at assessment,2800,1643,351,13,627,67,c,c,44,42,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Primary need at assessment,2235,2082,31,11,45,50,c,0,c,7,0
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Primary need at assessment,4181,2604,243,55,504,559,72,43,86,c,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Primary need at assessment,2703,2023,126,40,78,314,46,c,72,c,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Primary need at assessment,1091,679,141,42,102,47,33,c,c,26,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Primary need at assessment,2838,1963,240,121,188,96,120,c,96,c,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Primary need at assessment,5588,2777,422,497,771,505,130,14,128,289,55
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Primary need at assessment,1990,1466,18,38,142,155,20,c,58,c,84
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Primary need at assessment,3088,1831,153,104,234,467,56,12,123,56,52
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Primary need at assessment,3192,2513,241,30,26,195,c,c,105,70,0
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,Primary need at assessment,4877,1899,532,164,205,1155,66,22,166,615,53
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Primary need at assessment,2929,2030,135,16,140,169,33,26,39,12,329
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Primary need at assessment,4580,1347,194,149,311,752,83,25,118,196,1405
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Primary need at assessment,171,93,16,13,13,12,c,0,15,c,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Primary need at assessment,8545,5442,480,96,918,722,204,53,342,10,278
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Primary need at assessment,3640,3172,182,23,59,88,15,7,33,61,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Primary need at assessment,2493,1642,231,28,148,327,50,c,29,27,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Primary need at assessment,1447,663,85,65,51,142,64,0,32,93,252
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Primary need at assessment,3411,2689,68,17,154,223,47,7,141,13,52
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Primary need at assessment,1939,1082,291,25,93,121,21,0,55,54,197
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Primary need at assessment,1661,583,76,85,304,344,79,c,172,9,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Primary need at assessment,5462,1231,619,30,1218,1874,c,c,183,198,106
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Primary need at assessment,3346,2324,262,175,129,290,67,8,44,14,33
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Primary need at assessment,1407,1062,236,c,24,40,18,c,19,0,0
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Primary need at assessment,1927,1025,65,65,87,414,85,c,83,73,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Primary need at assessment,4165,1527,476,c,362,1274,70,c,261,32,141
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Primary need at assessment,2254,997,103,61,153,575,38,10,22,13,282
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Primary need at assessment,3210,2199,390,92,194,193,28,c,90,14,c
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Primary need at assessment,1346,825,219,18,47,141,22,6,61,7,0
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Primary need at assessment,2615,1745,219,32,196,128,40,c,248,c,0
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Primary need at assessment,1261,741,79,23,128,103,40,c,141,c,0
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Primary need at assessment,5973,3747,1197,46,267,279,45,c,335,37,c
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Primary need at assessment,5104,1613,1051,302,544,1401,58,109,17,9,0
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Primary need at assessment,1844,1278,300,15,38,81,c,17,98,0,c
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Primary need at assessment,4433,2410,213,36,406,279,52,14,138,35,850
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Primary need at assessment,1606,1267,103,14,42,81,31,c,66,0,c
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Primary need at assessment,1150,769,75,9,52,50,35,c,50,c,98
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Primary need at assessment,3937,2860,178,42,294,261,47,8,247,0,0
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Primary need at assessment,1726,1124,184,7,90,121,33,6,139,14,8
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Primary need at assessment,954,548,83,42,63,100,47,0,12,0,59
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Primary need at assessment,1920,744,77,27,315,142,37,c,63,c,498
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Primary need at assessment,3453,1929,261,47,344,634,85,c,58,c,56
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Primary need at assessment,3128,1770,171,20,215,456,23,20,133,21,299
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Primary need at assessment,8561,1918,486,147,174,5539,c,c,278,0,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Primary need at assessment,1283,365,79,29,18,770,c,c,14,0,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Primary need at assessment,10853,2863,997,63,1432,3885,155,7,1417,26,8
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Primary need at assessment,1793,1158,195,70,127,166,47,c,c,0,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Primary need at assessment,2323,839,615,154,141,372,72,7,90,0,33
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Primary need at assessment,4280,2327,356,312,484,319,77,13,176,121,95
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Primary need at assessment,1633,970,68,43,128,192,41,7,177,7,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Primary need at assessment,1562,803,130,93,235,148,67,c,40,27,c
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Primary need at assessment,1634,1209,128,39,60,95,57,8,29,9,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Primary need at assessment,2210,1716,212,18,86,92,c,c,73,0,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Primary need at assessment,5777,3315,678,31,586,659,75,6,390,37,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Primary need at assessment,864,410,95,c,103,166,33,c,42,0,0
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Primary need at assessment,5853,3152,302,279,467,267,87,8,151,63,1077
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Primary need at assessment,839,292,34,17,122,187,c,c,38,13,125
2021,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Primary need at assessment,930,499,57,57,98,47,c,0,37,c,121
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Primary need at assessment,951,470,133,11,99,78,c,0,22,c,124
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Primary need at assessment,2695,1176,184,179,280,516,69,c,118,163,c
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Primary need at assessment,2325,1602,105,64,147,220,19,15,153,0,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Primary need at assessment,3032,1058,177,228,504,327,42,c,c,250,423
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Primary need at assessment,3279,1968,172,101,467,348,47,14,77,11,74
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Primary need at assessment,2205,1096,166,31,215,539,c,c,82,48,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Primary need at assessment,3753,2530,78,19,316,597,38,6,169,0,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Primary need at assessment,30,c,c,c,c,0,c,0,0,7,14
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Primary need at assessment,978,297,188,32,236,160,10,0,55,0,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Primary need at assessment,2239,1598,231,147,27,67,63,26,53,27,0
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Primary need at assessment,2203,1685,82,40,191,97,14,0,47,31,16
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Primary need at assessment,1601,477,88,53,500,338,44,6,12,29,54
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Primary need at assessment,1420,614,151,63,155,222,60,c,c,44,78
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Primary need at assessment,1434,811,80,101,81,136,28,c,c,59,123
2021,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Primary need at assessment,2453,1720,310,17,86,188,c,c,92,15,18
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Primary need at assessment,1923,888,245,98,204,214,52,10,212,0,0
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Primary need at assessment,88,10,6,c,8,c,c,0,57,0,0
2021,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Primary need at assessment,x,x,x,x,x,x,x,x,x,x,x
