time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,category,Referrals,Referrals_rate,Re_referrals,Re_referrals_percent,No_Further_Action,No_Further_Action_percent,Not_in_Need,Not_in_Need_percent,Referrals_child,Referrals_child_rate,Re_referrals_child,Re_referrals_child_percent
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,Referrals and Re-referrals,1983,460.8,454,22.9,86,4.3,558,28.1,1797,417.6,391,21.8
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,Referrals and Re-referrals,5370,789.3,1317,24.5,514,9.6,1553,28.9,4709,692.2,1094,23.2
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,Referrals and Re-referrals,3244,495.5,698,21.5,136,4.2,851,26.2,2871,438.5,574,20
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,Referrals and Re-referrals,2808,560.6,511,18.2,17,0.6,453,16.1,2601,519.2,465,17.9
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,Referrals and Re-referrals,12098,861.2,3130,25.9,532,4.4,5095,42.1,10483,746.2,2547,24.3
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,Referrals and Re-referrals,2375,527.4,484,20.4,0,0,314,13.2,2151,477.6,434,20.2
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,Referrals and Re-referrals,3521,549.3,245,7,379,10.8,1139,32.3,3276,511.1,227,6.9
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,Referrals and Re-referrals,2305,374.9,375,16.3,22,1,83,3.6,2105,342.4,328,15.6
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",Referrals and Re-referrals,4502,762.4,832,18.5,70,1.6,1089,24.2,4141,701.2,741,17.9
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,Referrals and Re-referrals,3298,337.3,510,15.5,157,4.8,616,18.7,3026,309.5,477,15.8
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,Referrals and Re-referrals,12577,737.1,2986,23.7,1803,14.3,5528,44,10933,640.7,2380,21.8
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,Referrals and Re-referrals,3222,975.8,894,27.7,0,0,580,18,2755,834.3,731,26.5
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,Referrals and Re-referrals,1665,488.7,253,15.2,0,0,766,46,1553,455.8,234,15.1
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,Referrals and Re-referrals,4507,396.4,715,15.9,c,c,899,19.9,4152,365.1,639,15.4
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,Referrals and Re-referrals,2956,524.6,537,18.2,37,1.3,926,31.3,2734,485.2,471,17.2
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,Referrals and Re-referrals,6509,579,1132,17.4,647,9.9,1705,26.2,5957,529.9,985,16.5
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,Referrals and Re-referrals,4445,603.3,969,21.8,114,2.6,1304,29.3,4025,546.3,825,20.5
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,Referrals and Re-referrals,1589,458,347,21.8,183,11.5,0,0,1413,407.3,305,21.6
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,Referrals and Re-referrals,4822,822.7,1124,23.3,492,10.2,1481,30.7,4232,722,959,22.7
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,Referrals and Re-referrals,10226,674.9,2873,28.1,238,2.3,4080,39.9,8738,576.7,2339,26.8
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,Referrals and Re-referrals,2286,263.4,351,15.4,132,5.8,658,28.8,2131,245.5,313,14.7
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,Referrals and Re-referrals,4899,348.2,960,19.6,315,6.4,835,17,4378,311.2,812,18.5
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,Referrals and Re-referrals,6860,475.8,1461,21.3,519,7.6,2725,39.7,6145,426.2,1225,19.9
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,Referrals and Re-referrals,7024,887,1506,21.4,2753,39.2,2116,30.1,5518,696.8,1120,20.3
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,Referrals and Re-referrals,4383,664.2,841,19.2,181,4.1,1703,38.9,3983,603.6,738,18.5
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,Referrals and Re-referrals,10532,644.9,2957,28.1,0,0,5771,54.8,9048,554,2401,26.5
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,Referrals and Re-referrals,131,164,14,10.7,9,6.9,21,16,122,152.8,14,11.5
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,Referrals and Re-referrals,7234,785.9,1421,19.6,2888,39.9,2027,28,5813,631.5,1052,18.1
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,Referrals and Re-referrals,15682,547.4,2999,19.1,332,2.1,6597,42.1,14221,496.4,2595,18.2
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,Referrals and Re-referrals,4987,651.7,1232,24.7,6,0.1,1314,26.3,4438,580,1020,23
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,Referrals and Re-referrals,3857,563.4,778,20.2,53,1.4,622,16.1,3472,507.2,679,19.6
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",Referrals and Re-referrals,2308,683.2,63,2.7,c,c,53,2.3,2308,683.2,63,2.7
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,Referrals and Re-referrals,4454,524.6,857,19.2,c,c,1083,24.3,4100,482.9,767,18.7
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,Referrals and Re-referrals,1887,323.1,261,13.8,98,5.2,234,12.4,1745,298.8,240,13.8
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,Referrals and Re-referrals,2670,569,547,20.5,74,2.8,824,30.9,2408,513.2,482,20
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,Referrals and Re-referrals,5595,331.1,860,15.4,766,13.7,1484,26.5,5197,307.6,790,15.2
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,Referrals and Re-referrals,4620,791.3,1063,23,19,0.4,1841,39.8,4099,702.1,906,22.1
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,Referrals and Re-referrals,1853,447.3,314,16.9,60,3.2,467,25.2,1689,407.7,291,17.2
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,Referrals and Re-referrals,3440,503.8,654,19,130,3.8,1673,48.6,3114,456,567,18.2
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,Referrals and Re-referrals,5700,476.6,1169,20.5,0,0,2753,48.3,5173,432.5,1032,19.9
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,Referrals and Re-referrals,3481,561.4,679,19.5,8,0.2,1200,34.5,3068,494.8,586,19.1
2022,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,Referrals and Re-referrals,5133,435.7,1088,21.2,475,9.3,1576,30.7,4565,387.5,922,20.2
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,Referrals and Re-referrals,1863,448.9,497,26.7,567,30.4,309,16.6,1552,374,355,22.9
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,Referrals and Re-referrals,4299,321.4,960,22.3,557,13,1078,25.1,3812,285,784,20.6
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,Referrals and Re-referrals,2313,360.7,447,19.3,202,8.7,995,43,2049,319.5,376,18.4
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,Referrals and Re-referrals,6915,220.5,1361,19.7,273,3.9,2746,39.7,6232,198.7,1203,19.3
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,Referrals and Re-referrals,6539,243.6,913,14,0,0,2290,35,6040,225.1,797,13.2
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Referrals and Re-referrals,2452,417.2,481,19.6,95,3.9,750,30.6,2237,380.6,412,18.4
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,Referrals and Re-referrals,5933,354.4,919,15.5,177,3,1120,18.9,5511,329.2,823,14.9
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Referrals and Re-referrals,2104,391.5,391,18.6,505,24,374,17.8,1874,348.7,339,18.1
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Referrals and Re-referrals,2230,586.5,440,19.7,62,2.8,870,39,2026,532.8,386,19.1
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,Referrals and Re-referrals,6488,441.2,1289,19.9,106,1.6,2325,35.8,5828,396.3,1058,18.2
2022,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Referrals and Re-referrals,2478,562,508,20.5,150,6.1,952,38.4,2245,509.2,433,19.3
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Referrals and Re-referrals,1517,545.2,283,18.7,163,10.7,396,26.1,1384,497.4,241,17.4
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Referrals and Re-referrals,3206,680.3,695,21.7,153,4.8,0,0,2829,600.3,579,20.5
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E06000060,Buckinghamshire,Referrals and Re-referrals,13087,1059.6,4276,32.7,5806,44.4,2114,16.2,10563,855.2,3230,30.6
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,Referrals and Re-referrals,4292,421,691,16.1,96,2.2,475,11.1,3934,385.8,601,15.3
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,Referrals and Re-referrals,27374,974.4,9775,35.7,3006,11,2769,10.1,21364,760.5,6851,32.1
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Referrals and Re-referrals,3365,1423.7,1312,39,202,6,420,12.5,2547,1077.6,951,37.3
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,Referrals and Re-referrals,19497,580.1,4196,21.5,135,0.7,6250,32.1,17572,522.8,3559,20.3
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Referrals and Re-referrals,4790,750.6,988,20.6,552,11.5,1739,36.3,4207,659.2,850,20.2
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Referrals and Re-referrals,3302,474.2,638,19.3,312,9.4,679,20.6,2962,425.4,535,18.1
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,Referrals and Re-referrals,6704,458.1,1219,18.2,209,3.1,2308,34.4,6104,417.1,1074,17.6
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Referrals and Re-referrals,3704,893.7,916,24.7,0,0,57,1.5,3225,778.1,777,24.1
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Referrals and Re-referrals,2449,674,503,20.5,25,1,876,35.8,2199,605.2,416,18.9
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Referrals and Re-referrals,3203,732.3,688,21.5,6,0.2,1192,37.2,2898,662.6,589,20.3
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Referrals and Re-referrals,3640,737,658,18.1,430,11.8,27,0.7,3366,681.5,592,17.6
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,Referrals and Re-referrals,9239,356,1863,20.2,1183,12.8,3580,38.7,8375,322.8,1605,19.2
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Referrals and Re-referrals,1990,575.2,488,24.5,0,0,275,13.8,1740,503,416,23.9
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,Referrals and Re-referrals,9370,535.9,2401,25.6,0,0,3923,41.9,8128,464.9,1998,24.6
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Referrals and Re-referrals,1748,516,322,18.4,37,2.1,680,38.9,1562,461.1,284,18.2
2022,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Referrals and Re-referrals,1529,371.8,249,16.3,56,3.7,464,30.3,1425,346.5,229,16.1
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Referrals and Re-referrals,885,247.8,130,14.7,10,1.1,211,23.8,829,232.1,111,13.4
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,839,E06000058,"Bournemouth, Christchurch and Poole",Referrals and Re-referrals,5795,790.6,1545,26.7,677,11.7,521,9,5003,682.5,1265,25.3
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Referrals and Re-referrals,3550,387.4,928,26.1,591,16.6,930,26.2,3084,336.5,775,25.1
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,Referrals and Re-referrals,6904,658.5,1943,28.1,163,2.4,1678,24.3,5903,563,1593,27
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,Referrals and Re-referrals,7031,485.1,1370,19.5,483,6.9,2315,32.9,6281,433.4,1189,18.9
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,838,E06000059,Dorset,Referrals and Re-referrals,2899,439.4,488,16.8,294,10.1,747,25.8,2645,400.9,414,15.7
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,Referrals and Re-referrals,9394,739,2304,24.5,589,6.3,3438,36.6,8091,636.5,1906,23.6
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,Referrals and Re-referrals,10,291.5,0,0,0,0,c,c,10,291.5,0,0
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Referrals and Re-referrals,759,177.2,100,13.2,c,c,166,21.9,695,162.2,80,11.5
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Referrals and Re-referrals,3302,639.6,714,21.6,196,5.9,1377,41.7,3006,582.2,637,21.2
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,Referrals and Re-referrals,4368,399.3,880,20.1,416,9.5,875,20,3903,356.8,757,19.4
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Referrals and Re-referrals,2178,367.7,363,16.7,0,0,913,41.9,1950,329.2,322,16.5
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Referrals and Re-referrals,3789,736.9,935,24.7,185,4.9,2021,53.3,3263,634.6,774,23.7
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Referrals and Re-referrals,2084,827.6,553,26.5,165,7.9,517,24.8,1813,720,455,25.1
2022,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,Referrals and Re-referrals,3417,331.5,490,14.3,80,2.3,1189,34.8,3182,308.7,449,14.1
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,Referrals and Re-referrals,1844,504.2,245,13.3,75,4.1,442,24,1707,466.7,220,12.9
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,Referrals and Re-referrals,60,917.4,c,c,8,13.3,6,10,58,886.9,c,c
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,Referrals and Re-referrals,x,x,x,x,x,x,x,x,x,x,x,x
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,Referrals and Re-referrals,1885,592.4,267,14.2,270,14.3,531,28.2,1743,547.8,236,13.5
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,Referrals and Re-referrals,3379,621.5,564,16.7,266,7.9,997,29.5,3063,563.4,481,15.7
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,Referrals and Re-referrals,2370,647.5,415,17.5,76,3.2,679,28.6,2209,603.5,376,17
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,Referrals and Re-referrals,2257,986.5,626,27.7,938,41.6,21,0.9,1883,823,469,24.9
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,Referrals and Re-referrals,3164,582.4,527,16.7,318,10.1,696,22,2902,534.2,433,14.9
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,Referrals and Re-referrals,4365,677.3,845,19.4,182,4.2,1862,42.7,3930,609.8,720,18.3
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,Referrals and Re-referrals,4878,581.7,718,14.7,26,0.5,1296,26.6,4515,538.4,650,14.4
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,Referrals and Re-referrals,3879,677.3,636,16.4,261,6.7,1617,41.7,3533,616.9,556,15.7
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,Referrals and Re-referrals,5919,919.5,1412,23.9,507,8.6,1267,21.4,5087,790.2,1137,22.4
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,Referrals and Re-referrals,2113,355.8,358,16.9,89,4.2,303,14.3,1938,326.3,325,16.8
2022,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,Referrals and Re-referrals,1925,628.9,364,18.9,391,20.3,566,29.4,1736,567.2,311,17.9
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,Referrals and Re-referrals,6148,970.1,1064,17.3,504,8.2,2001,32.5,5520,871,902,16.3
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,Referrals and Re-referrals,2885,323.6,429,14.9,290,10.1,330,11.4,2636,295.6,367,13.9
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,Referrals and Re-referrals,3620,640.3,752,20.8,242,6.7,1423,39.3,3231,571.5,652,20.2
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,Referrals and Re-referrals,4669,639.3,436,9.3,651,13.9,528,11.3,4451,609.5,396,8.9
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,Referrals and Re-referrals,4032,556.2,811,20.1,369,9.2,1712,42.5,3658,504.6,718,19.6
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,Referrals and Re-referrals,4762,529,899,18.9,321,6.7,886,18.6,4318,479.7,785,18.2
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,Referrals and Re-referrals,4383,547,820,18.7,609,13.9,1824,41.6,4015,501,735,18.3
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,Referrals and Re-referrals,5159,630.8,1022,19.8,702,13.6,712,13.8,4568,558.5,835,18.3
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,Referrals and Re-referrals,3601,548.1,595,16.5,115,3.2,1715,47.6,3296,501.7,519,15.7
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,Referrals and Re-referrals,3028,521.1,378,12.5,91,3,807,26.7,2849,490.3,347,12.2
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,Referrals and Re-referrals,3267,558,725,22.2,69,2.1,556,17,2944,502.9,636,21.6
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,Referrals and Re-referrals,3709,521.3,670,18.1,38,1,1461,39.4,3391,476.6,556,16.4
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,Referrals and Re-referrals,3241,490.7,626,19.3,444,13.7,176,5.4,2877,435.6,524,18.2
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,Referrals and Re-referrals,1391,381.8,181,13,c,c,420,30.2,1321,362.6,164,12.4
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,Referrals and Re-referrals,2356,501.4,431,18.3,203,8.6,869,36.9,2115,450.1,365,17.3
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,Referrals and Re-referrals,4874,638.5,888,18.2,263,5.4,1759,36.1,4423,579.4,759,17.2
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,Referrals and Re-referrals,1467,335,226,15.4,11,0.7,491,33.5,1353,309,193,14.3
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,Referrals and Re-referrals,2329,475.5,536,23,435,18.7,659,28.3,2094,427.5,444,21.2
2022,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,Referrals and Re-referrals,5328,851.4,1091,20.5,499,9.4,2039,38.3,4753,759.5,953,20.1
2021,Reporting year,National,E92000001,England,,,,,,Referrals and Re-referrals,597760,507.1,135850,22.7,35620,6,182070,30.5,529490,449.2,112740,21.3
2021,Reporting year,Regional,E92000001,England,E12000001,North East,,,,Referrals and Re-referrals,30160,574.2,6530,21.6,290,0.9,8420,27.9,27040,514.8,5600,20.7
2021,Reporting year,Regional,E92000001,England,E12000002,North West,,,,Referrals and Re-referrals,81410,521.7,18080,22.2,2960,3.6,23200,28.5,72580,465.1,15320,21.1
2021,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,Referrals and Re-referrals,64040,557.4,14450,22.6,2790,4.4,18500,28.9,57210,498,12190,21.3
2021,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,Referrals and Re-referrals,55740,563,14040,25.2,5170,9.3,22000,39.5,48280,487.6,11280,23.4
2021,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,Referrals and Re-referrals,64600,499.7,13150,20.4,1700,2.6,23330,36.1,58110,449.5,11270,19.4
2021,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,Referrals and Re-referrals,42340,319.2,8640,20.4,1960,4.6,14590,34.5,38080,287.1,7260,19.1
2021,Reporting year,Regional,E92000001,England,E12000007,London,,,,Referrals and Re-referrals,101700,527.8,19620,19.3,7710,7.6,27090,26.6,91940,477.1,16680,18.1
2021,Reporting year,Regional,E92000001,England,E12000008,South East,,,,Referrals and Re-referrals,111140,575.6,30750,27.7,9940,8.9,33070,29.8,95030,492.2,24250,25.5
2021,Reporting year,Regional,E92000001,England,E12000009,South West,,,,Referrals and Re-referrals,46640,429.3,10600,22.7,3110,6.7,11870,25.4,41240,379.6,8900,21.6
2021,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,Referrals and Re-referrals,40640,607.1,7880,19.4,4030,9.9,10010,24.6,36590,546.6,6630,18.1
2021,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,Referrals and Re-referrals,61060,485.5,11740,19.2,3680,6,17080,28,55340,440.1,10060,18.2
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,Referrals and Re-referrals,748,336.4,143,19.1,68,9.1,193,25.8,695,312.6,122,17.6
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Referrals and Re-referrals,4689,472.6,1069,22.8,0,0,1088,23.2,4204,423.8,902,21.5
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,Referrals and Re-referrals,1670,433,320,19.2,56,3.4,740,44.3,1499,388.7,277,18.5
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,Referrals and Re-referrals,1512,762.6,350,23.1,c,c,116,7.7,1336,673.9,298,22.3
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,Referrals and Re-referrals,4429,1332.8,904,20.4,67,1.5,1319,29.8,4008,1206.1,792,19.8
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,Referrals and Re-referrals,3481,603.2,935,26.9,c,c,2073,59.6,3009,521.4,736,24.5
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,Referrals and Re-referrals,1711,408.3,324,18.9,0,0,488,28.5,1548,369.4,285,18.4
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,Referrals and Re-referrals,2589,444.3,519,20,30,1.2,885,34.2,2351,403.4,461,19.6
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,Referrals and Re-referrals,1878,686.2,394,21,c,c,182,9.7,1659,606.1,335,20.2
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,Referrals and Re-referrals,1644,556.4,324,19.7,52,3.2,470,28.6,1493,505.3,284,19
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,Referrals and Re-referrals,2982,688.5,699,23.4,0,0,204,6.8,2639,609.3,620,23.5
2021,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,Referrals and Re-referrals,2822,521.8,547,19.4,c,c,666,23.6,2600,480.7,483,18.6
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,Referrals and Re-referrals,1605,402.8,288,17.9,26,1.6,505,31.5,1493,374.7,260,17.4
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,Referrals and Re-referrals,2739,968.6,874,31.9,0,0,966,35.3,2290,809.8,694,30.3
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,Referrals and Re-referrals,5187,726.6,1373,26.5,395,7.6,488,9.4,4387,614.5,1058,24.1
2021,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,Referrals and Re-referrals,2045,465.4,455,22.2,87,4.3,666,32.6,1802,410.1,392,21.8
